release_order,current_path,proposed_release_path,workflow,status,tracked_in_initial_repository,file_size_bytes,generating_script,manuscript_use,zenodo_recommendation,recommendation_reason,dependencies,hard_coded_path_risk
140,figs/ml_catboost_conformal_loyo/annual_load_tss_obs_vs_ml_imputed.jpg,figures/ml/catboost_loyo/annual_load_tss_obs_vs_ml_imputed.jpg,ML,final,True,156819,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
141,figs/ml_catboost_conformal_loyo/annual_load_tss_obs_vs_ml_imputed.png,figures/ml/catboost_loyo/annual_load_tss_obs_vs_ml_imputed.png,ML,final,True,215895,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
142,figs/ml_catboost_conformal_loyo/cv_r2_by_year.jpg,figures/ml/catboost_loyo/cv_r2_by_year.jpg,ML,diagnostic,True,111929,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
143,figs/ml_catboost_conformal_loyo/cv_r2_by_year.png,figures/ml/catboost_loyo/cv_r2_by_year.png,ML,diagnostic,True,91097,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
144,figs/ml_catboost_conformal_loyo/cv_rmse_by_year.jpg,figures/ml/catboost_loyo/cv_rmse_by_year.jpg,ML,diagnostic,True,124005,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
145,figs/ml_catboost_conformal_loyo/cv_rmse_by_year.png,figures/ml/catboost_loyo/cv_rmse_by_year.png,ML,diagnostic,True,123208,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
146,figs/ml_catboost_conformal_loyo/event_volume_rows_per_event.jpg,figures/ml/catboost_loyo/event_volume_rows_per_event.jpg,ML,final,True,81062,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
147,figs/ml_catboost_conformal_loyo/event_volume_rows_per_event.png,figures/ml/catboost_loyo/event_volume_rows_per_event.png,ML,final,True,54838,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
148,figs/ml_catboost_conformal_loyo/event_volume_unit_audit.jpg,figures/ml/catboost_loyo/event_volume_unit_audit.jpg,ML,diagnostic,True,112305,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
149,figs/ml_catboost_conformal_loyo/event_volume_unit_audit.png,figures/ml/catboost_loyo/event_volume_unit_audit.png,ML,diagnostic,True,122846,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
150,figs/ml_catboost_conformal_loyo/feature_importance_logC.jpg,figures/ml/catboost_loyo/feature_importance_logC.jpg,ML,diagnostic,True,198210,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Descriptive ML interpretation,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
151,figs/ml_catboost_conformal_loyo/feature_importance_logC.png,figures/ml/catboost_loyo/feature_importance_logC.png,ML,diagnostic,True,170099,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Descriptive ML interpretation,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
152,figs/ml_catboost_conformal_loyo/feature_importance_logV.jpg,figures/ml/catboost_loyo/feature_importance_logV.jpg,ML,diagnostic,True,245452,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Descriptive ML interpretation,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
153,figs/ml_catboost_conformal_loyo/feature_importance_logV.png,figures/ml/catboost_loyo/feature_importance_logV.png,ML,diagnostic,True,189013,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Descriptive ML interpretation,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
154,figs/ml_catboost_conformal_loyo/parity_logC.jpg,figures/ml/catboost_loyo/parity_logC.jpg,ML,final,True,121620,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
155,figs/ml_catboost_conformal_loyo/parity_logC.png,figures/ml/catboost_loyo/parity_logC.png,ML,final,True,297295,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
156,figs/ml_catboost_conformal_loyo/parity_logV.jpg,figures/ml/catboost_loyo/parity_logV.jpg,ML,final,True,101548,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
157,figs/ml_catboost_conformal_loyo/parity_logV.png,figures/ml/catboost_loyo/parity_logV.png,ML,final,True,162745,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
158,figs/ml_catboost_conformal_loyo/pi_coverage_by_year.jpg,figures/ml/catboost_loyo/pi_coverage_by_year.jpg,ML,final,True,128703,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
159,figs/ml_catboost_conformal_loyo/pi_coverage_by_year.png,figures/ml/catboost_loyo/pi_coverage_by_year.png,ML,final,True,148371,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
160,figs/ml_catboost_conformal_loyo/pi_coverage_overall.jpg,figures/ml/catboost_loyo/pi_coverage_overall.jpg,ML,final,True,81399,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
161,figs/ml_catboost_conformal_loyo/pi_coverage_overall.png,figures/ml/catboost_loyo/pi_coverage_overall.png,ML,final,True,52098,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
162,out/ml_catboost_conformal_loyo/annual_load_draws.csv,results/ml/catboost_loyo/annual_load_draws.csv,ML,final,True,17551764,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
163,out/ml_catboost_conformal_loyo/annual_load_summary.csv,results/ml/catboost_loyo/annual_load_summary.csv,ML,final,True,21604,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
164,out/ml_catboost_conformal_loyo/annual_load_summary_imputed.csv,results/ml/catboost_loyo/annual_load_summary_imputed.csv,ML,final,True,61214,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
165,out/ml_catboost_conformal_loyo/cv_interval_coverage_by_year.csv,results/ml/catboost_loyo/cv_interval_coverage_by_year.csv,ML,diagnostic,True,953,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
166,out/ml_catboost_conformal_loyo/cv_metrics_by_year.csv,results/ml/catboost_loyo/cv_metrics_by_year.csv,ML,diagnostic,True,3941,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
167,out/ml_catboost_conformal_loyo/cv_predictions_samplelevel.csv,results/ml/catboost_loyo/cv_predictions_samplelevel.csv,ML,diagnostic,True,1625618,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML calibration/performance support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
168,out/ml_catboost_conformal_loyo/event_volume_audit_conflicts.csv,results/ml/catboost_loyo/event_volume_audit_conflicts.csv,ML,diagnostic,True,140,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
169,out/ml_catboost_conformal_loyo/event_volume_audit_summary.csv,results/ml/catboost_loyo/event_volume_audit_summary.csv,ML,diagnostic,True,2010,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
170,out/ml_catboost_conformal_loyo/event_volume_predictions.csv,results/ml/catboost_loyo/event_volume_predictions.csv,ML,final,True,558573,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
171,out/ml_catboost_conformal_loyo/event_volume_training_table.csv,results/ml/catboost_loyo/event_volume_training_table.csv,ML,final,True,454630,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
172,out/ml_catboost_conformal_loyo/feature_audit_summary.csv,results/ml/catboost_loyo/feature_audit_summary.csv,ML,diagnostic,True,3966,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
173,out/ml_catboost_conformal_loyo/feature_importance_logC.csv,results/ml/catboost_loyo/feature_importance_logC.csv,ML,diagnostic,True,1815,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Descriptive ML interpretation,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
174,out/ml_catboost_conformal_loyo/feature_importance_logV.csv,results/ml/catboost_loyo/feature_importance_logV.csv,ML,diagnostic,True,1850,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Descriptive ML interpretation,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
175,out/ml_catboost_conformal_loyo/imputed_row_draws.csv,results/ml/catboost_loyo/imputed_row_draws.csv,ML,final,False,439798441,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
176,out/ml_catboost_conformal_loyo/models/model_logC.cbm,results/ml/catboost_loyo/models/model_logC.cbm,ML,final,True,13402024,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
177,out/ml_catboost_conformal_loyo/models/model_logC_meta.json,results/ml/catboost_loyo/models/model_logC_meta.json,ML,final,True,1666,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
178,out/ml_catboost_conformal_loyo/models/model_logV.cbm,results/ml/catboost_loyo/models/model_logV.cbm,ML,final,True,12477520,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
179,out/ml_catboost_conformal_loyo/models/model_logV_meta.json,results/ml/catboost_loyo/models/model_logV_meta.json,ML,final,True,1662,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
180,out/ml_catboost_conformal_loyo/wq_cleaned_ml_imputed.csv,results/ml/catboost_loyo/wq_cleaned_ml_imputed.csv,ML,final,True,13796957,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
181,code/build_zenodo_inventory.py,code/pipeline/build_zenodo_inventory.py,pipeline,active,False,11170,See workflow documentation,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
182,code/daggity.Rmd,code/pipeline/daggity.Rmd,pipeline,active,True,5577,See workflow documentation,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
183,code/main.py,code/pipeline/main.py,pipeline,active,True,10470,See workflow documentation,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
184,code/merge_residue.py,code/pipeline/merge_residue.py,pipeline,active,True,5435,See workflow documentation,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
185,code/merge_wq_stir_by_season.py,code/pipeline/merge_wq_stir_by_season.py,pipeline,active,True,26650,See workflow documentation,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
186,code/run_pipeline.py,code/pipeline/run_pipeline.py,pipeline,active,True,11744,See workflow documentation,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
187,code/stir_pipeline.py,code/pipeline/stir_pipeline.py,pipeline,active,True,16497,See workflow documentation,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
188,code/wq_longify.py,code/pipeline/wq_longify.py,pipeline,active,True,12578,See workflow documentation,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
189,out/pipeline_csvs/kerbel_master_concentrations_long.csv,data/processed/kerbel_master_concentrations_long.csv,pipeline,intermediate,True,5115856,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
190,out/pipeline_csvs/residue_agg_by_year_trt_rep.csv,data/processed/residue_agg_by_year_trt_rep.csv,pipeline,intermediate,True,2790,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
191,out/pipeline_csvs/stir_daily_system_wide.csv,data/processed/stir_daily_system_wide.csv,pipeline,intermediate,True,31676,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
192,out/pipeline_csvs/stir_events_long.csv,data/processed/stir_events_long.csv,pipeline,intermediate,True,269928,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
193,out/pipeline_csvs/wq_outside_crop_windows.csv,data/processed/wq_outside_crop_windows.csv,pipeline,intermediate,True,33,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
194,out/pipeline_csvs/wq_with_stir_by_season.csv,data/processed/wq_with_stir_by_season.csv,pipeline,intermediate,True,6121762,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
195,out/pipeline_csvs/wq_with_stir_by_season_with_residue.csv,data/processed/wq_with_stir_by_season_with_residue.csv,pipeline,intermediate,True,6492045,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
196,out/pipeline_csvs/wq_with_stir_unmatched.csv,data/processed/wq_with_stir_unmatched.csv,pipeline,intermediate,True,33,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
197,out/wq_cleaned.csv,data/processed/wq_cleaned.csv,pipeline,active,True,8413720,code/run_pipeline.py and pipeline component scripts,Analytical dataset provenance,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
198,.gitattributes,.gitattributes,shared,active,True,68,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
199,.gitignore,.gitignore,shared,active,True,1178,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
200,.zenodo.json,.zenodo.json,shared,active,False,799,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
201,CHANGELOG.md,CHANGELOG.md,shared,active,False,883,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
202,CITATION.cff,CITATION.cff,shared,active,False,708,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
203,data/crop records.csv,data/raw/crop records.csv,shared,final,True,1093,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
204,data/data_dictionary.csv,data/data_dictionary.csv,shared,final,False,93,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
205,data/Master_WaterQuality_Kerbel_LastUpdated_10272025.csv,data/raw/Master_WaterQuality_Kerbel_LastUpdated_10272025.csv,shared,final,True,733322,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
206,data/methods.csv,data/raw/methods.csv,shared,final,True,2551,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
207,data/README.md,data/raw/README.md,shared,final,False,1404,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
208,data/residue_2011_2025.csv,data/raw/residue_2011_2025.csv,shared,final,True,10244,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
209,data/STIR_values_MOSES_2023_data.csv,data/raw/STIR_values_MOSES_2023_data.csv,shared,final,True,131649,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
210,data/tillage_mapper_input.csv,data/raw/tillage_mapper_input.csv,shared,final,True,21251,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
211,data/tillage_records.csv,data/raw/tillage_records.csv,shared,final,True,22060,Source data or manually maintained metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
212,docs/initial_worktree_status_2026-07-19.md,docs/initial_worktree_status_2026-07-19.md,shared,active,False,965,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
213,docs/manuscript_crosswalk.md,docs/manuscript_crosswalk.md,shared,active,False,3045,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
214,docs/output_manifest.csv,docs/output_manifest.csv,shared,active,False,292732,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
215,docs/output_manifest.md,docs/output_manifest.md,shared,active,False,740,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
216,docs/README_data_pipeline.md,docs/methods/README_data_pipeline.md,shared,active,True,9998,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
217,docs/README_ML_CatBoost_Conformal_LOYO.md,docs/methods/README_ML_CatBoost_Conformal_LOYO.md,shared,final,True,9207,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
218,docs/README_ML_CatBoost_Conformal_LOYO_v2_eventlevel.md,docs/methods/README_ML_CatBoost_Conformal_LOYO_v2_eventlevel.md,shared,final,True,9133,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
219,docs/repository_cleanup_plan.md,docs/repository_cleanup_plan.md,shared,active,False,3400,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
220,docs/STIR calculations.md,docs/STIR calculations.md,shared,active,True,8555,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
221,docs/team meeting 15 Dec 2025.md,docs/team meeting 15 Dec 2025.md,shared,active,True,3738,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
222,docs/workflows/ml.md,docs/reproducibility/ml.md,shared,active,False,1985,Manually maintained documentation/metadata,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,medium: update links and documented commands after moving
