"Operation","Speed","Speed_MIN","Speed_Max","Surf_Disturbance","Depth","Depth_MIN","Depth_MAX","TILLAGE_TYPE","TILLAGE_TYPE_Modifier","STIR_original","Diesel_use","Burial_Coefficient","Source","Description"
"Harrow, tine, on beds",8.045,5.6315,10.4585,60,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,7.8,2.03588,0.21,"USDA_MOSES_2023-02-24","Drag with light harrow or chain link fence panel on existing beds.  11/17/01 DTL"
"Harvest, dig root crops 12 in depth res. buried",4.827,4.827,10.4585,100,30.48,25.4,35.56,"TILLAGE_TYPE_MIX_INV",0.8,47.736,19.4334,0,"USDA_MOSES_2023-02-24","Harvest, root crops like potatoes or carrots.  12 inch depth Surface is rough with 4"" ridges and much of the residue is buried.  rev 100108DTL"
"Harvest, dig root crops 12 in depth res. on surf",4.827,4.827,10.4585,100,30.48,25.4,35.56,"TILLAGE_TYPE_MIX_INV",0.8,46.9755,17.30498,0,"USDA_MOSES_2023-02-24","Harvest, root crops like potatoes or sugar beets.  12 inch depth  Surface is rough with 4"" ridges and much of the residue is left on the surface.  rev 100108 DTL"
"Harvest, dig root crops res. buried",4.827,4.827,10.4585,100,17.78,15.24,20.32,"TILLAGE_TYPE_MIX_INV",0.8,27.378,17.30498,0,"USDA_MOSES_2023-02-24","Harvest, root crops like potatoes or sugar beets.  Surface is rough with 4"" ridges and much of the residue is buried.  Rev 100108 DTL"
"Harvest, dig root crops res. buried 10in ridge",4.827,4.827,10.4585,100,17.78,15.24,20.32,"TILLAGE_TYPE_MIX_INV",0.8,27.846,19.4334,0,"USDA_MOSES_2023-02-24","Harvest, root crops like potatoes or sugar beets.  Surface is rough with 10"" ridges and much of the residue is buried.  100108DTL"
"Harvest, dig root crops res. on surf",4.827,4.827,10.4585,50,17.78,15.24,20.32,"TILLAGE_TYPE_MIX_INV",0.8,13.752375,17.30498,0,"USDA_MOSES_2023-02-24","Harvest, root crops like potatoes or sugar beets.  Surface is rough with 4"" ridges and much of the residue is left on the surface.  rev 100108 DTL"
"Harvest, hand pull",1.609,1.609,1.609,35,12.7,2.54,25.4,"TILLAGE_TYPE_MIX_INV",0.8,2.275,3.2389,0.5,"USDA_MOSES_2023-02-24","Hand harvest bulb crops like onions or garlic  leaving 4"" diameter holes that are 3 to 5"" deep.   rev021109 DTL rev energy use 121311 LOS"
"Harvest, knife, windrow, combine",8.045,5.6315,10.4585,100,5.08,5.08,7.62,"TILLAGE_TYPE_LIFT",0.4,6.5609375,31.4636,0.25,"USDA_MOSES_2023-02-24","2/95 DDB MN & ND Knife or undercut field beans.   Bean stems and some roots placed  in a windrow for harvest.  This operation undercuts the plant and lifts, and windrows the plants. Also includes the harvest which occurs a few days later and spreads the residue back on the disturbed surface.  Rev 043008 DTL  Revised energy  use rev 071711 ggf"
"Harvest, onions",8.045,6.436,9.654,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,13,4.25684,0.15,"USDA_MOSES_2023-02-24","Harvest onions, after bulbs have been lifted out of the ground with a rod weeder to dry.  Increased flattening fraction. 08/31/11 GGF"
"Harvest, peanut digger",5.6315,3.218,6.436,100,10.16,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,18.564,17.30498,0,"USDA_MOSES_2023-02-24","Smooth soil surface (roughness) left after harvest like a peanut digger. Vee blades undercut the peanut rows but lateral fracturing and soil splash cause soil disturbance over the entire surface.  This operation digs the plant and lifts, inverts and windrows the plants. Also includes the harvest which occurs a few days later and spreads the residue back on the disturbed surface.  Rev110608  DTL"
"Harvest, rootcrops, manually",1.609,1.609,1.609,40,20.32,2.54,60.96,"TILLAGE_TYPE_MIX_INV",0.8,4.16,3.2389,0.304,"USDA_MOSES_2023-02-24","Hand digging of rootcrops such as potatoes. Rev042808 DTL rev energy use 12132011 los"
"Harvest, rootcrops, manually, 25pct of field disturbed",1.609,1.609,1.609,25,20.32,2.54,60.96,"TILLAGE_TYPE_MIX_INV",0.8,2.6,9.254e-08,0.304,"USDA_MOSES_2023-02-24","6/20/06 MPR Manually harvest root crops, 25% of field disturbed by harvest operation. Residue left on surface. Developed for upland taro harvest in American Samoa. based on ""Harvest, rootcrops, manually"" file Rev 043008 DTL"
"Harvest, rootcrops, manually, 33pct of field disturbed",1.609,1.609,1.609,33,20.32,2.54,60.96,"TILLAGE_TYPE_MIX_INV",0.8,3.432,9.254e-08,0.304,"USDA_MOSES_2023-02-24","6/20/06 MPR Manually harvest root crops, 33% of field disturbed by harvest operation. Residue left on surface. Developed for upland taro harvest in American Samoa. based on ""Harvest, rootcrops, manually"" file"
"Harvest, rootcrops, manually, 50pct of field disturbed",1.609,1.609,1.609,50,20.32,2.54,60.96,"TILLAGE_TYPE_MIX_INV",0.8,5.2,9.254e-08,0.304,"USDA_MOSES_2023-02-24","6/20/06 MPR Manually harvest root crops, 50% of field disturbed by harvest operation. Residue left on surface. Developed for upland taro harvest in American Samoa. based on ""Harvest, rootcrops, manually"" file"
"Harvest, rootcrops, manually, one third",1.609,1.609,1.609,30,20.32,2.54,60.96,"TILLAGE_TYPE_MIX_INV",0.8,3.12,9.254e-08,0.304,"USDA_MOSES_2023-02-24","121605 DTL
Hand digging of rootcrops such as potatoes."
"Harvest, sprig rototiller digger",6.436,1.609,8.045,100,7.62,2.54,10.16,"TILLAGE_TYPE_MIXING",0.7,13.65,19.4334,0.9,"USDA_MOSES_2023-02-24","Rototiller mint digger 110210 GGF and DTL"
"Harvest, sugarcane, root rake",6.436,4.827,12.872,100,17.78,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,36.4,17.30498,0.8,"USDA_MOSES_2023-02-24","Harvest sugarcane, with Root Rake  Depth represents depth of incorporated residue. 111605 DTL"
"Harvest, vine crops, mechanical",8.045,6.436,9.654,20,5.08,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.6,3.2389,0.05,"USDA_MOSES_2023-02-24","Represents harvest equipment like a tomato harvester that pulls the vine and runs the entire plant through, separating the fruits from the residue and placing the residue back on the ground. Some slight soil disturbance .   121604DTL"
"Harvest, windrows",8.045,6.436,9.654,5,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.0609375,14.15862,0,"USDA_MOSES_2023-02-24","Represents harvest equipment like a dry bean harvester that pulls a windrow of previously cut biomass through, separating the grain or seed from the residue and placing the residue back on the ground. Some slight soil disturbance .   021909 DTL"
"Hilling, manual hoe",1.609,1.609,1.609,85,7.62,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,3.315,9.254e-08,0.425,"USDA_MOSES_2023-02-24","Manually hip or hill rootcrops in small fields using hoe or similar tool that disturbs soil  in the furrows and pitches soil to the top of the beds around the plants.  This operation does not kill existing crop.  102109DTL"
"Knife, windrow dry beans",8.045,5.6315,10.4585,100,5.08,5.08,7.62,"TILLAGE_TYPE_LIFT",0.4,6.5,17.30498,0.25,"USDA_MOSES_2023-02-24","2/95 DDB MN & ND Knife or undercut field beans.   Bean stems and some roots placed  in a windrow for harvest.  This operation undercuts the plant and lifts, and windrows the plants.   Rev 043008 DTL Revised notes to exclude harvest Rev 081811 LOS"
"Land plane",6.436,4.827,12.872,100,5.08,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,10.4,8.3286,0.4,"USDA_MOSES_2023-02-24","Land plane or land leveler. Rev 032006 DTL"
"Land plane; orchard and vine crops",6.436,4.827,12.872,60,5.08,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,6.24,8.3286,0.24,"USDA_MOSES_2023-02-24","Land plane or land leveler in alley ways or rows of tree fruits, nuts, vineyards, etc. Leveling may be for surface irrigation or to smooth surface for nut harvest. 3/17/06; tmgRev 032006 DTL"
"Laser Land leveler",6.436,4.827,9.654,100,10.16,2.54,20.32,"TILLAGE_TYPE_MIX_INV",0.8,20.8,8.3286,0.4,"USDA_MOSES_2023-02-24","Laser land leveler . 032006 DTL"
"Lister, 30 in",7.2405,5.6315,8.045,100,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,35.1,8.3286,0.95,"USDA_MOSES_2023-02-24","110207 DTL"
"Lister, 30 in with fert applic.",7.2405,5.6315,8.045,20,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,37.44,13.881,0.165,"USDA_MOSES_2023-02-24","30 in lister 122106 DTL with Minimum disturbance fertilizer injector shank on 15 inch spacing 110207 DTL developed 091611 ggf"
"Lister, 40 in",7.2405,5.6315,8.045,100,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,35.1,8.3286,0.95,"USDA_MOSES_2023-02-24","6/8/01 DTL"
"Lister, 40 in with fert applic.",7.2405,5.6315,8.045,20,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,37.44,13.881,0.165,"USDA_MOSES_2023-02-24","Combination of Lister 6/8/01 DTL with Minimum disturbance fertilizer injector shank.on 15 inch spacing.  developed 91611 ggf"
"Log skidder",3.218,1.609,4.827,75,12.7,7.62,25.4,"TILLAGE_TYPE_COMPRESSION",0.15,1.828125,3.2389,0.57,"USDA_MOSES_2023-02-24","Log skidder 062703 DTL"
"Manure injector, liquid high disturb.30 inch",6.436,5.6315,10.4585,50,15.24,10.16,25.4,"TILLAGE_TYPE_LIFT",0.4,7.8,14.43624,0.38,"USDA_MOSES_2023-02-24","Multiply the oven dry weight times an effectiveness factor of 0.5 to calculate the rate of application in model. Manure injector based on a deep ripper or chisel toolbar with manure injected behind and below the ripper shanks Shanks spaced 30 inches apart or more.  This represents the old style injector shank with significant disturbance. About 95% of material applied is incorporated into the soil.   Rev 043008  DTL"
"Manure injector, liquid low disturb.15 inch",6.436,5.6315,10.4585,30,15.24,10.16,20.32,"TILLAGE_TYPE_LIFT",0.4,4.68,14.43624,0.228,"USDA_MOSES_2023-02-24","Multiply the oven dry weight times an effectiveness factor of 0.5 to calculate the rate of application in model.  Manure injector minimum disturbance shanks in 15"" centers with manure injected behind and below the ripper shanks About 95% of material applied is incorporated into the soil.   rev 043008  DTL"
"Manure injector, liquid low disturb.30 inch",6.436,3.218,8.045,15,15.24,10.16,20.32,"TILLAGE_TYPE_LIFT",0.4,2.34,14.43624,0.114,"USDA_MOSES_2023-02-24","Multiply the oven dry weight times an effectiveness factor of 0.5 to calculate the rate of application in model.  Manure injector minimum disturbance shanks in 30"" centers with manure injected behind the ripper shanks and 6 inches below the surface.  About 95% of material applied is incorporated into the soil.   043008 DTL"
"Manure injector, low disturb.15 inch",6.436,5.6315,10.4585,30,15.24,10.16,20.32,"TILLAGE_TYPE_LIFT",0.4,4.68,14.43624,0.228,"USDA_MOSES_2023-02-24","Multiply the oven dry weight times an effectiveness factor of 0.5 to calculate the rate of application in model.  Manure injector minimum disturbance shanks in 15"" centers with manure injected behind and below the ripper shanks About 95% of material applied is incorporated into the soil.   rev 041012  DTL"
"Manure injector, low disturb.30 inch",6.436,3.218,8.045,15,15.24,10.16,20.32,"TILLAGE_TYPE_LIFT",0.4,2.34,14.43624,0.114,"USDA_MOSES_2023-02-24","Multiply the oven dry weight times an effectiveness factor of 0.5 to calculate the rate of application in model.  Manure injector minimum disturbance shanks in 30"" centers with manure injected behind the ripper shanks and 6 inches below the surface.  About 95% of material applied is incorporated into the soil.   041012 DTL"
"Manure spreader, liquid",6.436,4.827,12.872,20,3.81,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.2925,11.38242,0.07,"USDA_MOSES_2023-02-24","Multiply the oven dry weight times an effectiveness factor of 0.5 to calculate the rate of application in model.  Spreading liquid manure.  About 50% of material applied soaks into the soil through cracks and macropores.  rev043008  DTL"
"Manure spreader, slurry",6.436,4.827,12.872,20,3.81,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.2925,11.38242,0.07,"USDA_MOSES_2023-02-24","Multiply the oven dry weight times an effectiveness factor of 0.5 to calculate the rate of application in model.  Manure spreader used to apply slurry. 80 percent of material remains on the surface until incorporated by tillage.
043008 DTL"
"Manure spreader, solid and semi-solid",6.436,4.827,12.872,20,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.195,11.38242,0.07,"USDA_MOSES_2023-02-24","When spreading semisolid manure, multiply the oven dry weight times an effectiveness factor of 0.5 to calculate the rate of application in model.  Manure spreader used to apply semi-solid  or solid manure.  All of material remains on the surface until incorporated by tillage.
rev043008 DTL"
"Middle buster, digger",8.045,4.827,9.654,100,20.32,10.16,30.48,"TILLAGE_TYPE_MIX_INV",0.8,52,8.3286,0.95,"USDA_MOSES_2023-02-24","Middle buster.  Includes use as a  potato digger.  Runs below and down the middle of potato beds to lift and expose potatos or sweet potatoes for later hand harvesting.  11-15-01 DTL"
"Mulch crimper",6.436,4.827,12.872,15,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,1.56,3.2389,0.0525,"USDA_MOSES_2023-02-24","Mulch crimper  A gang of ground driven straight, notched or smooth coulters on a rotating shaft that is used to anchor  straw and other mulch materials by punching it into the coulter slots.  030703 DTL"
"Mulch treader",6.436,4.827,12.872,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,10.4,3.2389,0.4,"USDA_MOSES_2023-02-24","Mulch Treader flattens and achors straw and stubble by placing some soil on loose residue.  Also called skew treader, or picker treader. 101806  DTL"
"Para-plow or para-till",4.827,3.218,8.045,75,30.48,25.4,38.1,"TILLAGE_TYPE_LIFT",0.4,17.55,14.43624,0.375,"USDA_MOSES_2023-02-24","Paratill or Paraplow  consisting of bent leg shanks that disturb less than 30% of the surface but the ""legs"" lift and fracture at least 75% of the soil between the shanks to a depth below the plow layer.  This fracturing is considered surface disturbance.  Shank spacing varies but is typically 30"".  05-21-02 DTL"
"Pasture renovator",6.436,4.827,12.872,50,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,5.2,4.44192,0.2275,"USDA_MOSES_2023-02-24","Pasture renovator.  A gang of ground driven straight, notched or smooth coulters on a rotating shaft that is used make slots in the sod to allow seed to enter the soil. Seed may either be applied with this operation or broadcast separately.  Existing stand is not killed.  Utilize a regrowth file for same crop.  032205 DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL"
"Permeable weed barrier applicator",3.218,1.609,4.827,20,7.62,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,1.56,3.60906,0.1,"USDA_MOSES_2023-02-24","Permeable weed barrier covering 40% of the surface having 50% permeability. 12-19-01 DTL rev06/25/10 DTL"
"Planter, double disk opener on 12 inch high beds",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,4.07176,0.0525,"USDA_MOSES_2023-02-24","Double disk opener planter on existing 12 inch high beds or ridges leaving a 10 inch ridge after planting.  11/13/02 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opener on 15 inch high beds",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,4.07176,0.0525,"USDA_MOSES_2023-02-24","Double disk opener planter on existing 15 inch high beds or ridges leaving a 14 inch ridge after planting.  11/13/02 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opener on 18 inch high beds",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,4.07176,0.0525,"USDA_MOSES_2023-02-24","Double disk opener planter on existing 18 inch high beds or ridges leaving a 16 inch ridge after planting.  11/13/02 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opener on 8 inch high beds",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,4.07176,0.0525,"USDA_MOSES_2023-02-24","Double disk opener planter on existing 8 inch high beds or ridges leaving a 6 inch ridge after planting.  11/13/02 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opnr",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,4.07176,0.0525,"USDA_MOSES_2023-02-24","6/7/01 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opnr w/fluted coulter",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,4.99716,0.0525,"USDA_MOSES_2023-02-24","REVISED102403 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,3.25,6.0151,0.0525,"USDA_MOSES_2023-02-24","REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL"
"Planter, double disk opnr w/fluted coulter, 15 inch row spacing",8.045,5.6315,10.4585,30,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,4.875,6.84796,0.0525,"USDA_MOSES_2023-02-24","No-till planter with double disk openers and fluted coulters on 15 inch row spacing.  Typical of planters with splitter uints or as separate planting operations done with guidance systems by doubling back over the field to split the original row middles with a second set of 30 inch rows to create a 15 inch effective row spacing. 080806 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opnr with starter fertilizer",8.045,5.6315,10.4585,20,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,3.25,4.90462,0.106,"USDA_MOSES_2023-02-24","6/7/01 DTL revised planter, double disk opnr to add starter fertilizer operation. rev 8/30/11 LOS, deleted kill process 11/16/2012 DTL"
"Planter, double disk opnr, 15 inch row spacing",8.045,5.6315,10.4585,30,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,4.875,5.92256,0.0525,"USDA_MOSES_2023-02-24","Planter with double disk openers on 15 inch row spacing.  Typical of planters with splitter units or as seprate planting operations done with guidance systems by doubling back over the field to split the original row middles with a second set of 30 inch rows to create a 15 inch effective row spacing. 080806 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opnr, 18 in rows",8.045,5.6315,10.4585,25,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,4.0625,5.92256,0.106,"USDA_MOSES_2023-02-24","10/18/01 DTL, deleted kill process 11/16/2012 DTL"
"Planter, double disk opnr, 40 in rows",8.045,5.6315,10.4585,10,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.625,4.07176,0.0875,"USDA_MOSES_2023-02-24","Row crop planter on 40 inch row spacing not on ridges or beds.  040808 DTL, deleted kill process 11/16/2012 DTL"
"Planter, furrow opener in 4 inch deep furrows",8.045,5.6315,10.4585,30,10.16,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,7.8,4.07176,0.04,"USDA_MOSES_2023-02-24","Furrow opener planter leaving 4 inch furrows or ridges after planting.  040708 DTL, deleted kill process 11/16/2012 DTL"
"Planter, furrow opener in 6 inch deep furrows",8.045,5.6315,10.4585,60,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,23.4,5.5524,0.15,"USDA_MOSES_2023-02-24","Furrow opener planter leaving 6 inch furrows or ridges after planting.  Seed planted in the furrows.11/13/02 DTL, deleted kill process 11/16/2012 DTL"
"Planter, furrow opener in 8 inch deep furrows",8.045,5.6315,10.4585,80,20.32,12.7,25.4,"TILLAGE_TYPE_MIX_INV",0.8,41.6,7.4032,0.3,"USDA_MOSES_2023-02-24","Furrow opener planter leaving 6 inch furrows or ridges after planting.  Seed planted in the furrows.11/13/02 DTL, deleted kill process 11/16/2012 DTL"
"Planter, in-row subsoiler",4.827,3.218,8.045,40,38.1,30.48,45.72,"TILLAGE_TYPE_LIFT",0.4,11.7,19.4334,0.4,"USDA_MOSES_2023-02-24","Planter, in-row chisel or subsoiler consisting of double disk opener planter units running behind  shanks that disturb less than 40% of the surface but lift and fracture the soil to a depth below the plow layer.  Shank spacing varies but is typically 30"".  050802 DTL, deleted kill process 11/16/2012 DTL"
"Planter, in-row subsoiler low disturbace",4.827,3.218,8.045,10,30.48,20.32,38.1,"TILLAGE_TYPE_LIFT",0.4,2.34,19.4334,0.304,"USDA_MOSES_2023-02-24","Planter, in-row chisel or subsoiler consisting of double disk opener planter units running behind  shanks that disturb less than 10% of the surface.  Shank spacing varies but is typically 30"".  052302 DTL, deleted kill process 11/16/2012 DTL"
"Planter, in-row subsoiler w/ residue mgr.",4.827,3.218,8.045,25,30.48,20.32,38.1,"TILLAGE_TYPE_LIFT",0.4,5.85,19.4334,0.05,"USDA_MOSES_2023-02-24","Planter, in-row chisel or subsoiler consisting of double disk opener planter units running behind  shanks that disturb less than 25% of the surface.  Shank spacing varies but is typically 30"".  052302 DTL, deleted kill process 11/16/2012 DTL"
"Planter, into growing cover",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,4.07176,0.125,"USDA_MOSES_2023-02-24","Planter, into growing cover.  Does not kill previous crop.  02-22-2016 LOS"
"Planter, narrow slot w/smooth or rippled coulter",8.045,5.6315,10.4585,5,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,0.8125,3.60906,0.0525,"USDA_MOSES_2023-02-24","Narrow no-till planter on 30 inch row spacing.  Minimal disturbance and burial.  052302  DTL, deleted kill process 11/16/2012 DTL"
"Planter, potato, 6 in beds",7.2405,5.6315,8.045,100,10.16,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,28.665,6.9405,0.0175,"USDA_MOSES_2023-02-24","Potato  planter on existing 6 inch high beds or ridges leaving a 6 inch ridge after planting.  11/13/02 DTL, deleted kill process 11/16/2012 DTL"
"Planter, potato, 6 in beds after small grains",7.2405,5.6315,8.045,100,10.16,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,25.59375,6.9405,0.95,"USDA_MOSES_2023-02-24","Potato planter on existing 6 inch high beds or ridges leaving a 6 inch ridge after planting.  11/13/02 DTL, deleted kill process 11/16/2012 DTL.  11/10/2014 GGF, modified the burial amounts of the first disturb surface process to match the second disturb surface process for use after small grains in high-residue fields."
"Planter, RELAY INTERCROP,  double disk opnr w/fluted coulter",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,4.07176,0.55,"USDA_MOSES_2023-02-24","Planter with double disk openers and fluted coulters used in No-till relay intercropped soybeans in growing wheat.  This operation has no kill crop process thus the live wheat biomass is not converted to standing and flat residue.  Use about 60 days before wheat harvest to plant 30 inch soybeans in skip row wheat. 051905  DTL, deleted kill process 11/16/2012 DTL"
"Planter, ridge till",8.045,5.6315,10.4585,65,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,10.5625,5.73748,0.15,"USDA_MOSES_2023-02-24","6/7/01 DTL, deleted kill process 11/16/2012 DTL
"
"Planter, runner opener",6.436,3.218,9.654,20,6.35,2.54,8.89,"TILLAGE_TYPE_MIX_INV",0.8,2.6,4.07176,0.07,"USDA_MOSES_2023-02-24","Runner shoe planter with metal presswheels.  Based on core Conventional Row Planter with runner openers.  O50902 DTL"
"Planter, small veg seed",3.218,1.609,4.827,15,3.81,2.54,5.08,"TILLAGE_TYPE_MIX_INV",0.8,0.585,3.33144,0.0525,"USDA_MOSES_2023-02-24","Small seed planter like used in planting small seeded vegetables in 25 to 30"" rows.  Shallow depth and minimal disturbance in fine seedbed.  Like Planet Junior.  12-10-01 DTL"
"Planter, small veg seed on 8 inch high beds",3.218,1.609,4.827,15,3.81,2.54,5.08,"TILLAGE_TYPE_MIX_INV",0.8,0.585,3.33144,0.0525,"USDA_MOSES_2023-02-24","Small seed planter like used in planting small seeded vegetables in 25 to 30"" rows on 8 inch high beds or ridges.  Shallow depth and minimal disturbance in fine seedbed.  Like Planet Junior.  Surface is left ridged.  11-15-02 DTL"
"Planter, sprig conventional",8.045,4.827,9.654,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,13,3.7016,0.73,"USDA_MOSES_2023-02-24","Planter used to plant sprigs.  Similar to a light finishing disk Rev043008 DTL  Added 15 lbs. start live and 15 lbs root biomass default for new veg.  022212 DTL"
"Planter, sprig, no-till",6.436,4.827,12.872,5,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,0.52,3.60906,0.73,"USDA_MOSES_2023-02-24","Grass clippings or sprigs are planted with little soil disturbance.  Use for No-till or manual sprigging. 
from RUSLE1.06.  Rev 050108 DTL.  Added 15 lbs. live storage and 15 lbs. root biomass default for new veg.  022212 DTL"
"Planter, sprigs on beds",8.045,4.827,9.654,100,10.16,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,26,4.1643,0.95,"USDA_MOSES_2023-02-24","Sprig planter on beds 110210 GGF and DTL  Added 15 lbs. live storage and 15 lbs root biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL
"
"Planter, strip till",8.045,5.6315,10.4585,30,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,4.875,5.73748,0.105,"USDA_MOSES_2023-02-24","6/7/01 DTL, deleted kill process 11/16/2012 DTL"
"Planter, strip till, 22 inch",8.045,5.6315,10.4585,50,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,8.125,5.73748,0.185,"USDA_MOSES_2023-02-24","6/7/01 DTL
Deleted kill process and changed residue burial ratio and resurfacing according to 2022 protocol. 03292022 GGF"
"Planter, strip till, shallow subsoiler",8.045,5.6315,10.4585,40,20.32,15.24,25.4,"TILLAGE_TYPE_LIFT",0.4,17.103125,22.2096,0.304,"USDA_MOSES_2023-02-24","In-row chisel or subsoiler shanks that disturb less than 40% of the surface but lift and fracture the soil to a depth of about 6-10"".  Followed by multiple fluted coulters and a narrow rolling basket or firming wheel and then followed by a planter assembly with double disk openers. Shank spacing varies but is typically 30"".  030509 DTL edited 09-16-11 GGF, deleted kill process 11/16/2012 DTL"
"Planter, strip till, subsoiler",8.045,5.6315,10.4585,40,38.1,30.48,45.72,"TILLAGE_TYPE_LIFT",0.4,26.203125,22.2096,0.304,"USDA_MOSES_2023-02-24","In-row chisel or subsoiler shanks that disturb less than 40% of the surface but lift and fracture the soil to a depth below the plow layer.  Followed by multiple fluted coulters and a narrow rolling basket or firming wheel and then followed by a planter assembly with double disk openers. Shank spacing varies but is typically 30"".  030509 DTL edited 09-16-11 GGF, deleted kill process 11/16/2012 DTL"
"Planter, sugarcane",3.218,1.609,4.827,20,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,3.12,4.07176,0.2,"USDA_MOSES_2023-02-24","Rev 043008 DTL"
"Planter, transplanter, vegetable",3.218,1.609,4.827,20,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,3.12,7.4032,0.07,"USDA_MOSES_2023-02-24","Vegetable transplanter.10/18/10 DTL"
"Planter, transplanter, vegetable on 8 inch high beds",3.218,1.609,4.827,20,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,3.12,7.4032,0.07,"USDA_MOSES_2023-02-24","Vegetable transplanter on 8 inch beds or ridges.11/15/02  DTL"
"Planter, transplanter, vegetable, no-till",3.218,1.609,4.827,20,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,3.12,8.3286,0.07,"USDA_MOSES_2023-02-24","10/18/01 DTL"
"Planter, tree, mechanical transplanter",4.827,3.218,8.045,12,25.4,20.32,30.48,"TILLAGE_TYPE_MIX_INV",0.8,4.68,19.4334,0.06,"USDA_MOSES_2023-02-24","Tree Planter, similar to an in-row chisel or subsoiler opener running behind  a large coulter, followed by a pair of rubber tire presswheels to close the furrow on the tree seedling.  Used for planting Christmas trees and for reforestation.  080503 DTL"
