_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs
9294,2019-06-27,2019,1,2,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,Ammonium(NH4),,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,NH4,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
10402,2019-06-27,2019,1,1,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,TSP,,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,TSP,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
10405,2019-06-27,2019,1,2,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,TSP,,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,TSP,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
11513,2019-06-27,2019,1,1,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,Selenium,,,,,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,0.0015,0,,0.0015,Se,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
11516,2019-06-27,2019,1,2,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,Selenium,,,,,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,0.0015,0,,0.0015,Se,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
12624,2019-06-27,2019,1,1,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,NPOC,,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,NPOC,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
12627,2019-06-27,2019,1,2,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,NPOC,,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,NPOC,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
13735,2019-06-27,2019,1,1,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,TDS,,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,TDS,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
13738,2019-06-27,2019,1,2,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,TDS,,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,TDS,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
14846,2019-06-27,2019,1,1,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,TSS,,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,TSS,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
14849,2019-06-27,2019,1,2,MT,OUT,,False,TRUE,False,,,,ISC,Bubbler,Siphon,10 V,,,There were no samples collected this year due to a lack of funding,TSS,,,,,False,,,,,,,ALS_pre2023,False,2018-09-15,2019-08-02,2018,winter wheat,2018-09-04,dry beans,631.02,45.694999999999936,2018-09-04,False,0.0,,,0,0,,,0,,,TSS,,,-0.9833237436215702,-0.6634083568698934,,-1.3151477727398646,,,1
409,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,OrthoP,0.0,0.0,,77241.38,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,1,,0.75,1,,0.75,OP,-0.6630529325275879,-0.38858402869964187,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
1520,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TotalP,0.32,0.0,,77241.38,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,0.32,0.05,1,,0.05,TP,-0.3118616542127947,-0.4332220146554506,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
2631,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,ICP,,,,77241.38,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,,0,,,ICP,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
3742,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TKN,1.1,0.0,,77241.38,True,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,1.1,,1,,,TKN,-0.2467175451869319,-0.38123819194325936,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
4853,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Nitrate,9.2,7.9,,77241.38,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,9.2,0.2,0,7.9,0.2,NO3,0.8124447865831133,0.5641505189236298,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
5964,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Nitrite,,,,77241.38,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,0.15,0,,0.15,NO2,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
7075,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,NitrateNitrite,,,,77241.38,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,,0,,,NOx,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
8186,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TotalN,,,,77241.38,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,,0,,,TN,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
9297,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Ammonium(NH4),,,,77241.38,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,,0,,,NH4,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
10408,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TSP,,,,77241.38,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,,0,,,TSP,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
11519,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Selenium,0.0056,0.0051,,77241.38,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,0.0056,0.0015,0,0.0051,0.0015,Se,-0.5475289791067396,-1.260259400095819,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
12630,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,NPOC,,,,77241.38,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,,0,,,NPOC,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
13741,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TDS,,,,77241.38,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,,0,,,TDS,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
14852,2020-06-22,2020,1,1,MT,OUT,MT1-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TSS,270.0,50.0,,77241.38,True,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,270.0,,0,50.0,,TSS,-0.44790411200788577,1.7332161954848366,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,-0.7843448816509245,0.56,1
412,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,OrthoP,0.0,,,,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,1,,0.75,0,,0.75,OP,-0.6630529325275879,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
1523,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TotalP,0.36,,,,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,0.36,0.05,0,,0.05,TP,-0.2969132775625902,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
2634,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,ICP,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,,,0,,,ICP,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
3745,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TKN,2.1,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,2.1,,0,,,TKN,-0.001239679828844894,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
4856,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Nitrate,9.2,,,,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,9.2,0.2,0,,0.2,NO3,0.8124447865831133,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
5967,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Nitrite,,,,,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,,0.15,0,,0.15,NO2,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
7078,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,NitrateNitrite,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,,,0,,,NOx,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
8189,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TotalN,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,,,0,,,TN,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
9300,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Ammonium(NH4),,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,,,0,,,NH4,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
10411,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TSP,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,,,0,,,TSP,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
11522,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Selenium,0.0065,,,,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,0.0065,0.0015,0,,0.0015,Se,-0.028893491260870627,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
12633,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,NPOC,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,,,0,,,NPOC,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
13744,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TDS,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,,,0,,,TDS,,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
14855,2020-06-23,2020,1,2,MT,OUT,MT2-01-OT,False,FALSE,False,,False,,GB,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TSS,393.333,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,54.666666666666664,0.12066666666666666,3,0,393.333,,0,,,TSS,-0.3947496805011068,,-0.875675321583473,-0.5905097667009359,,-1.3151477727398646,,0.5466666666666665,1
416,2020-07-06,2020,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI","AJ and Lauryn found ISCO data starting 7/6/2020, confirming that ISCOs were installed for irr. 2 and beyond (rep 1)",OrthoP,0.0,0.0,,88356.46,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,1,,0.75,1,,0.75,OP,-0.6630529325275879,-0.38858402869964187,-0.875675321583473,-0.5905097667009359,,-0.8192234335968713,-0.46268490091702297,0.56,1
417,2020-07-06,2020,2,1,MT,OUT,MT1-02-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI","ORIGINAL SAMPLE ID: MT2-02-OT-D. AJ and Lauryn found ISCO data starting 7/6/2020, confirming that ISCOs were installed for irr. 2 and beyond (rep 1)",OrthoP,0.0,0.0,,88356.46,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,1,,0.75,1,,0.75,OP,-0.6630529325275879,-0.38858402869964187,-0.875675321583473,-0.5905097667009359,,-0.8192234335968713,-0.46268490091702297,0.56,1
1527,2020-07-06,2020,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI","AJ and Lauryn found ISCO data starting 7/6/2020, confirming that ISCOs were installed for irr. 2 and beyond (rep 1)",TotalP,0.14,0.0,,88356.46,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,0.14,0.05,1,,0.05,TP,-0.3791293491387152,-0.4332220146554506,-0.875675321583473,-0.5905097667009359,,-0.8192234335968713,-0.46268490091702297,0.56,1
1528,2020-07-06,2020,2,1,MT,OUT,MT1-02-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI","ORIGINAL SAMPLE ID: MT2-02-OT-D. AJ and Lauryn found ISCO data starting 7/6/2020, confirming that ISCOs were installed for irr. 2 and beyond (rep 1)",TotalP,0.29,0.0,,88356.46,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,0.29,0.05,1,,0.05,TP,-0.3230729367004481,-0.4332220146554506,-0.875675321583473,-0.5905097667009359,,-0.8192234335968713,-0.46268490091702297,0.56,1
2638,2020-07-06,2020,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI","AJ and Lauryn found ISCO data starting 7/6/2020, confirming that ISCOs were installed for irr. 2 and beyond (rep 1)",ICP,,,,88356.46,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,False,0.0,56.0,0.077888889,3,0,,,0,,,ICP,,,-0.875675321583473,-0.5905097667009359,,-0.8192234335968713,-0.46268490091702297,0.56,1
