Year,analyte,treatment,n_complete_plots,load_mean,load_low,load_high,load_sample_sd,load_se,load_minimum,load_maximum,n_events,n_complete_volume_plots,volume_mean,volume_low,volume_high,volume_sample_sd,volume_se,volume_minimum,volume_maximum,conc_mean,conc_low,conc_high,interval_type,volume_interval_type,completeness_definition,prob_ci
2016,NPOC,CT,2,466.56942715375,439.72856194999997,493.41029235749994,37.95871559697132,26.840865203749985,439.72856194999997,493.41029235749994,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,6.089955518010044,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NPOC,MT,2,68.92605857974999,52.7255203875,85.126596772,22.911020829223254,16.20053819225,52.7255203875,85.126596772,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,6.678396296756533,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NPOC,ST,2,232.57604020425003,175.58233690350002,289.569743505,80.60126817778888,56.99370330074999,175.58233690350002,289.569743505,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,5.948265226972971,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,OP,CT,2,4.59329958,3.39383005,5.79276911,1.696306076979282,1.1994695299999998,3.39383005,5.79276911,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,0.059954614458431275,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,OP,MT,2,0.33361429749999993,0.24061534499999998,0.42661324999999994,0.13152037991199123,0.09299895249999997,0.24061534499999998,0.42661324999999994,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,0.032324617639221946,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,OP,ST,2,1.2477197625,0.9388438050000002,1.55659572,0.43681656818747555,0.30887595749999985,0.9388438050000002,1.55659572,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,0.03191114643523844,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,Se,CT,0,NA,NA,NA,NA,NA,NA,NA,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,Se,MT,0,NA,NA,NA,NA,NA,NA,NA,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,Se,ST,0,NA,NA,NA,NA,NA,NA,NA,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TDS,CT,0,NA,NA,NA,NA,NA,NA,NA,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TDS,MT,0,NA,NA,NA,NA,NA,NA,NA,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TDS,ST,0,NA,NA,NA,NA,NA,NA,NA,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TKN,CT,2,8.5350278375,2.53782454,14.532231135,8.481326239633148,5.9972032975,2.53782454,14.532231135,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,0.11140451313417074,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TKN,MT,2,1.1778485325,0.665889215,1.68980785,0.7240198101917734,0.5119593175,0.665889215,1.68980785,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,0.11412431582007122,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TKN,ST,2,4.1976126825,3.4533429750000004,4.94188239,1.0525563144099561,0.7442697074999997,3.4533429750000004,4.94188239,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,0.10735634476228914,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TN,CT,2,361.0840529375,300.18142420000004,421.986681675,86.12932354474589,60.90262873749998,300.18142420000004,421.986681675,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,4.713094542149503,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TN,MT,2,49.31923184,36.86791635,61.77054733,17.6088192353442,12.451315489999999,36.86791635,61.77054733,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,4.778648047864738,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TN,ST,2,188.18089729499997,131.49525291,244.86654167999995,80.16560708112524,56.68564438499997,131.49525291,244.86654167999995,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,4.812834059679574,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TP,CT,2,1.12698564,0.86261824,1.3913530399999998,0.3738719625293129,0.2643673999999999,0.86261824,1.3913530399999998,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,0.014710120332797548,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TP,MT,2,0.57426982,0.1425976,1.00594204,0.6104767080237025,0.43167222,0.1425976,1.00594204,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,0.055642256618947276,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TP,ST,2,0.3753248775,0.243880635,0.50676912,0.18589023043935793,0.13144424249999995,0.243880635,0.50676912,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,0.009599148371820734,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TSP,CT,2,0.43578741224999995,0.28813103,0.5834437945,0.2088176583488959,0.14765638224999997,0.28813103,0.5834437945,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,0.0056881694372928745,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TSP,MT,2,0.08571321000000001,0.05254792,0.11887850000000001,0.04690280291803679,0.03316529,0.05254792,0.11887850000000001,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,0.008304940047961633,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TSP,ST,2,0.2557464975,0.167090925,0.34440207,0.1253779130094512,0.08865557249999999,0.167090925,0.34440207,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,0.006540862922351797,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TSS,CT,2,82956.91160259499,42592.04417624,123321.77902894998,57084.5429577432,40364.86742635499,42592.04417624,123321.77902894998,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,1082.8054136620776,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TSS,MT,2,2502.4198047875,2382.6996232250003,2622.13998635,169.3099044554567,119.72018156249987,2382.6996232250003,2622.13998635,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,242.46491822663086,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,TSS,ST,2,14552.0708179425,11785.15572459,17318.985911295,3913.0088509539232,2766.9150933524993,11785.15572459,17318.985911295,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,372.17753277937925,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,ICP,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,ICP,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,ICP,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NH4,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NH4,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NH4,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NO2,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NO2,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NO2,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NO3,CT,2,2638.28017,1748.650318,3527.9100220000005,1258.1266021903696,889.6298520000001,1748.650318,3527.9100220000005,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,8.867348967742478,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NO3,MT,2,884.168187,875.2293405,893.10703349999994,12.641437952271207,8.938846499999954,875.2293405,893.10703349999994,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,9.18953184032193,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NO3,ST,1,1083.4046295,NA,NA,NA,NA,1083.4046295,1083.4046295,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,14.006816425449605,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NOx,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NOx,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NOx,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NPOC,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NPOC,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,NPOC,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,OP,CT,2,5.342493435,2.8376144999999995,7.84737237,3.542433761979675,2.5048789350000003,2.8376144999999995,7.84737237,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,0.01795630129987984,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,OP,MT,2,1.4508587925,1.3020155400000002,1.5997020450000001,0.21049614635322303,0.14884325249999994,1.3020155400000002,1.5997020450000001,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,0.015079385648026918,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,OP,ST,1,1.07631411,NA,NA,NA,NA,1.07631411,1.07631411,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,0.013915146515340947,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,Se,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,Se,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,Se,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TDS,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TDS,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TDS,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TKN,CT,2,1413.0462180000002,398.94164950000004,2427.1507865000003,1434.1604344372156,1014.1045685,398.94164950000004,2427.1507865000003,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,4.749296175983733,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TKN,MT,2,163.5304794,138.409708,188.6512508,35.526135611154174,25.120771400000006,138.409708,188.6512508,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,1.6996410517871408,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TKN,ST,1,70.68616490000001,NA,NA,NA,NA,70.68616490000001,70.68616490000001,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,0.9138673664614975,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TN,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TN,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TN,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TP,CT,2,85.76563209999999,44.806262249999996,126.72500194999999,57.92529634812564,40.959369849999995,44.806262249999996,126.72500194999999,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,0.28826119299896646,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TP,MT,2,20.924414195000004,17.759061040000002,24.089767350000002,4.4764853615014655,3.1653531549999996,17.759061040000002,24.089767350000002,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,0.2174762373406189,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TP,ST,1,23.97566685,NA,NA,NA,NA,23.97566685,23.97566685,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,0.3099698442313954,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TSP,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TSP,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TSP,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TSS,CT,2,1081453.95114026,257474.11533461002,1905433.7869459102,1165283.4589183063,823979.83580565,257474.11533461002,1905433.7869459102,12,2,297527.5,198114.47,396940.53,140591.2553026034,99413.03,198114.47,396940.53,3634.8033413390694,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TSS,MT,2,52612.24878055751,42183.373119690004,63041.12444142501,14748.657399901496,10428.875660867501,42183.373119690004,63041.12444142501,12,2,96214.715,94280.58,98148.85,2735.279948460489,1934.1350000000018,94280.58,98148.85,546.8212297937744,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2017,TSS,ST,1,113742.45988783501,NA,NA,NA,NA,113742.45988783501,113742.45988783501,12,2,77348.38500000001,32861.4,121835.37000000001,62914.09753608845,44486.985,32861.4,121835.37000000001,1470.521458047702,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,ICP,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,ICP,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,ICP,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NH4,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NH4,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NH4,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NO2,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NO2,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NO2,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NO3,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NO3,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NO3,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NOx,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NOx,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NOx,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NPOC,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NPOC,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2018,NPOC,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
