_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,ObservationDate,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,EventDate,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
1931,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-LC,False,TRUE,False,H,False,36706.6,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TotalP,0.98,0.0,H,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,0.98,0.05,1,,0.05,TP,-0.0652134394844199,-0.4332220146554506,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_5c06e46c5e47cfacad16,2023-09-26,0.6830968447064438,10.510739097072298,0.916530780628187,0.0,2.9643622989567673,22262.310158943525,2088.9572463904733,237159.34387275387,,,,,,,,,0.98,36706.6
1932,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-ISC,False,TRUE,False,H,False,36706.6,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TotalP,1.44,0.0,H,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,1.44,0.05,1,,0.05,TP,0.1066928919929322,-0.4332220146554506,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_01a0123885ebec5b37b5,2023-09-26,0.8919980393051105,10.510739097072298,0.9442062924750643,0.0,3.0216093606158188,22262.310158943525,2088.9572463904733,237159.34387275387,,,,,,,,,1.44,36706.6
1933,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-GB,False,TRUE,False,H,False,36706.6,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TotalP,1.04,0.0,H,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,1.04,0.05,1,,0.05,TP,-0.042790874509113,-0.4332220146554506,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_c8c817e80216ce409c63,2023-09-26,0.712949807856125,10.510739097072298,0.9044987917249094,0.0,2.939474014525465,22262.310158943525,2088.9572463904733,237159.34387275387,,,,,,,,,1.04,36706.6
1934,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-GBH,False,TRUE,False,H,False,36706.6,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TotalP,1.24,0.0,H,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,1.24,0.05,1,,0.05,TP,0.0319510087419095,-0.4332220146554506,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_914c948388ae30bdb017,2023-09-26,0.8064758658669484,10.510739097072298,0.7836450126869661,0.0,2.689486813616834,22262.310158943525,2088.9572463904733,237159.34387275387,,,,,,,,,1.24,36706.6
1943,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-LC,False,TRUE,False,H,False,68568.81,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TotalP,1.14,0.0,H,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,1.14,0.05,1,,0.05,TP,-0.0054199328836018,-0.4332220146554506,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_66a7a5807c3130eb2d0b,2023-09-26,0.76080582903376,11.135607629383511,0.9718826268715106,0.0,3.0788581237265413,19977.042843908373,1874.4289057753929,212815.48941420286,,,,,,,,,1.14,68568.81
1944,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-ISC,False,TRUE,False,H,False,68568.81,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TotalP,0.916,0.0,H,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,0.916,0.05,1,,0.05,TP,-0.0891308421247471,-0.4332220146554506,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_f513a0aa4f8f39744c6f,2023-09-26,0.6502396795486689,11.135607629383511,0.9646797396565632,0.0,3.0639588824478725,19977.042843908373,1874.4289057753929,212815.48941420286,,,,,,,,,0.916,68568.81
1945,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-GB,False,TRUE,False,H,False,68568.81,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TotalP,0.843,0.0,H,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,0.843,0.05,1,,0.05,TP,-0.1164116295113704,-0.4332220146554506,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_060672b8531404f59851,2023-09-26,0.6113946786876863,11.135607629383511,0.9385494554207752,0.0,3.0099081389208475,19977.042843908373,1874.4289057753929,212815.48941420286,,,,,,,,,0.843,68568.81
1946,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-GBH,False,TRUE,False,H,False,68568.81,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TotalP,1.76,0.0,H,,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,1.76,0.05,1,,0.05,TP,0.2262799051945685,-0.4332220146554506,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_8ba5ef4e282bf7bc5cf1,2023-09-26,1.0152306797290584,11.135607629383511,0.8215894748599788,0.0,2.7679752975031073,19977.042843908373,1874.4289057753929,212815.48941420286,,,,,,,,,1.76,68568.81
3042,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-LC,False,TRUE,False,H,False,36706.6,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",ICP,,,H,,False,,,,,,,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,,,0,,,ICP,,,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_81d566fb189d53186558,2023-09-26,,10.510739097072298,0.23369256874391314,0.0,1.5519049093635875,22262.310158943525,2088.9572463904733,237159.34387275387,0.23369256874391314,0.0,1.5519049093635875,0.7268283430420093,,,,,0.23369256874391314,36706.6
3043,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-ISC,False,TRUE,False,H,False,36706.6,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",ICP,,,H,,False,,,,,,,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,,,0,,,ICP,,,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_deeced0756445f4466bd,2023-09-26,,10.510739097072298,0.2303405618927293,0.0,1.5449712510466975,22262.310158943525,2088.9572463904733,237159.34387275387,0.2303405618927293,0.0,1.5449712510466975,0.7268283430420093,,,,,0.2303405618927293,36706.6
3044,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-GB,False,TRUE,False,H,False,36706.6,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",ICP,,,H,,False,,,,,,,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,,,0,,,ICP,,,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_374313d96f3fe2b592fd,2023-09-26,,10.510739097072298,0.2635320757920528,0.0,1.6136282158488218,22262.310158943525,2088.9572463904733,237159.34387275387,0.2635320757920528,0.0,1.6136282158488218,0.7268283430420093,,,,,0.2635320757920528,36706.6
3045,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-GBH,False,TRUE,False,H,False,36706.6,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",ICP,,,H,,False,,,,,,,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,,,0,,,ICP,,,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_1d2db6db4635c05a0902,2023-09-26,,10.510739097072298,0.21219518267023105,0.0,1.5074373601136402,22262.310158943525,2088.9572463904733,237159.34387275387,0.21219518267023105,0.0,1.5074373601136402,0.7268283430420093,,,,,0.21219518267023105,36706.6
3054,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-LC,False,TRUE,False,H,False,68568.81,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",ICP,,,H,,False,,,,,,,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,,,0,,,ICP,,,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_59712c920a3cc7ca6887,2023-09-26,,11.135607629383511,0.3065296144103532,0.0,1.7025690368203779,19977.042843908373,1874.4289057753929,212815.48941420286,0.3065296144103532,0.0,1.7025690368203779,0.7268283430420093,,,,,0.3065296144103532,68568.81
3055,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-ISC,False,TRUE,False,H,False,68568.81,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",ICP,,,H,,False,,,,,,,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,,,0,,,ICP,,,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_4c36c775b818b891dca3,2023-09-26,,11.135607629383511,0.3160639154134181,0.0,1.7222908298776578,19977.042843908373,1874.4289057753929,212815.48941420286,0.3160639154134181,0.0,1.7222908298776578,0.7268283430420093,,,,,0.3160639154134181,68568.81
3056,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-GB,False,TRUE,False,H,False,68568.81,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",ICP,,,H,,False,,,,,,,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,,,0,,,ICP,,,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_7199a648b588394f21de,2023-09-26,,11.135607629383511,0.3497117955787747,0.0,1.7918917926775522,19977.042843908373,1874.4289057753929,212815.48941420286,0.3497117955787747,0.0,1.7918917926775522,0.7268283430420093,,,,,0.3497117955787747,68568.81
3057,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-GBH,False,TRUE,False,H,False,68568.81,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",ICP,,,H,,False,,,,,,,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,,,0,,,ICP,,,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_92b690fedfae7ea8024e,2023-09-26,,11.135607629383511,0.3016580645723971,0.0,1.6924921892631724,19977.042843908373,1874.4289057753929,212815.48941420286,0.3016580645723971,0.0,1.6924921892631724,0.7268283430420093,,,,,0.3016580645723971,68568.81
4153,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-LC,False,TRUE,False,H,False,36706.6,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TKN,2.2,0.67,H,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,2.2,0.5,0,0.67,0.5,TKN,0.0233081067069638,0.2736693829378803,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_b480ebaca8524fee45f0,2023-09-26,1.1631508098056809,10.510739097072298,1.640943826065191,0.2767375307488537,4.4628176304498535,22262.310158943525,2088.9572463904733,237159.34387275387,,,,,,,,,2.2,36706.6
4154,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-ISC,False,TRUE,False,H,False,36706.6,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TKN,1.4,0.67,H,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,1.4,0.5,0,0.67,0.5,TKN,-0.1730741855795058,0.2736693829378803,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_41ef109e70a58a12aa88,2023-09-26,0.8754687373538999,10.510739097072298,1.598902780037371,0.25641321306897696,4.375855323574319,22262.310158943525,2088.9572463904733,237159.34387275387,,,,,,,,,1.4,36706.6
4155,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-GB,False,TRUE,False,H,False,36706.6,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TKN,2.3,0.67,H,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,2.3,0.5,0,0.67,0.5,TKN,0.0478558932427724,0.2736693829378803,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_c3aba2c5aaffce50be36,2023-09-26,1.1939224684724346,10.510739097072298,2.397184163970627,0.6423342587597702,6.027108021632598,22262.310158943525,2088.9572463904733,237159.34387275387,,,,,,,,,2.3,36706.6
4156,2023-09-26,2023,5,1,MT,OUT,K-MT1-05-GBH,False,TRUE,False,H,False,36706.6,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TKN,1.9,0.67,H,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0,1.9,0.5,0,0.67,0.5,TKN,-0.0503352529004623,0.2736693829378803,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,2023-09-26,269,13,311,Gated Pipe,PE_c4acde3ff39ca34f7f1d,CO_2a31dee3cd372662b4b6,2023-09-26,1.0647107369924282,10.510739097072298,2.023244816386251,0.4615570704785498,5.253610895135058,22262.310158943525,2088.9572463904733,237159.34387275387,,,,,,,,,1.9,36706.6
4165,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-LC,False,TRUE,False,H,False,68568.81,LC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TKN,1.6,0.67,H,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,1.6,0.5,0,0.67,0.5,TKN,-0.1239786125078883,0.2736693829378803,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_0fe1ddab30b57543f93a,2023-09-26,0.9555114450274363,11.135607629383511,1.4816563985659408,0.19973163806096064,4.1333300591263935,19977.042843908373,1874.4289057753929,212815.48941420286,,,,,,,,,1.6,68568.81
4166,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-ISC,False,TRUE,False,H,False,68568.81,ISC,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TKN,1.1,0.67,H,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,1.1,0.5,0,0.67,0.5,TKN,-0.2467175451869319,0.2736693829378803,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_da45ecf1bf77a6207d38,2023-09-26,0.7419373447293773,11.135607629383511,1.4110139031919031,0.16558023952698828,3.987205379994828,19977.042843908373,1874.4289057753929,212815.48941420286,,,,,,,,,1.1,68568.81
4167,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-GB,False,TRUE,False,H,False,68568.81,GB3,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TKN,2.0,0.67,H,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,2.0,0.5,0,0.67,0.5,TKN,-0.0257874663646536,0.2736693829378803,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_24d884a9e09adde4f514,2023-09-26,1.0986122886681098,11.135607629383511,2.1596958953370047,0.527522961872448,5.535861260488979,19977.042843908373,1874.4289057753929,212815.48941420286,,,,,,,,,2.0,68568.81
4168,2023-09-26,2023,5,2,MT,OUT,K-MT2-05-GBH,False,TRUE,False,H,False,68568.81,GBH,Ruler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, no note about subcontracting TKN","Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",TKN,1.8,0.67,H,,True,0.1,0.5,mg/L,M4500 NH3 D,0.1,0.5,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0,1.8,0.5,0,0.67,0.5,TKN,-0.074883039436271,0.2736693829378803,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,2023-09-26,269,13,311,Gated Pipe,PE_7751232195de561530b0,CO_bdf27cc797d40a3b96e4,2023-09-26,1.0296194171811581,11.135607629383511,1.895253872962686,0.39968114587462195,4.98886040125049,19977.042843908373,1874.4289057753929,212815.48941420286,,,,,,,,,1.8,68568.81
