_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
7114,2020-08-03,2020,5,2,MT,OUT,,,,False,,,,ISC,Bubbler,Siphon,10 V,,,,NitrateNitrite,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,54.66666666666666,0.1206666666666666,3,0,,,0,,,NOx,,,-0.6780205005350302,-0.5905097667009359,,0.6685495838321084,,0.5466666666666665,1,216,97,67,Siphon,PE_e7d26804606cfa2ee163,CO_dbe1b5021e98aa53eebb,,,2.3227250275780027,0.4996908832946079,6.361851520120483,13906.34303911816,94.118453525625,2033402.4379102092,2.3227250275780027,0.4996908832946079,6.361851520120483,0.7955262286348486,13906.34303911816,94.118453525625,2033402.4379102092,4.985049261716259,2.3227250275780027,13906.34303911816
8225,2020-08-03,2020,5,2,MT,OUT,,,,False,,,,ISC,Bubbler,Siphon,10 V,,,,TotalN,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,54.66666666666666,0.1206666666666666,3,0,,,0,,,TN,,,-0.6780205005350302,-0.5905097667009359,,0.6685495838321084,,0.5466666666666665,1,216,97,67,Siphon,PE_e7d26804606cfa2ee163,CO_5041936c9c923fd0d610,,,1.5335226816683365,0.14348940606970403,4.613289589266777,13906.34303911816,94.118453525625,2033402.4379102092,1.5335226816683365,0.14348940606970403,4.613289589266777,0.7955262286348486,13906.34303911816,94.118453525625,2033402.4379102092,4.985049261716259,1.5335226816683365,13906.34303911816
9336,2020-08-03,2020,5,2,MT,OUT,,,,False,,,,ISC,Bubbler,Siphon,10 V,,,,Ammonium(NH4),,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,54.66666666666666,0.1206666666666666,3,0,,,0,,,NH4,,,-0.6780205005350302,-0.5905097667009359,,0.6685495838321084,,0.5466666666666665,1,216,97,67,Siphon,PE_e7d26804606cfa2ee163,CO_34fbd3ead861115d5c4b,,,0.2122694270335939,0.0,1.6859121504580599,13906.34303911816,94.118453525625,2033402.4379102092,0.2122694270335939,0.0,1.6859121504580599,0.7955262286348486,13906.34303911816,94.118453525625,2033402.4379102092,4.985049261716259,0.2122694270335939,13906.34303911816
10447,2020-08-03,2020,5,2,MT,OUT,,,,False,,,,ISC,Bubbler,Siphon,10 V,,,,TSP,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,54.66666666666666,0.1206666666666666,3,0,,,0,,,TSP,,,-0.6780205005350302,-0.5905097667009359,,0.6685495838321084,,0.5466666666666665,1,216,97,67,Siphon,PE_e7d26804606cfa2ee163,CO_bb10a5ad4db1a37cb1f9,,,0.20672789571314162,0.0,1.6736342970586158,13906.34303911816,94.118453525625,2033402.4379102092,0.20672789571314162,0.0,1.6736342970586158,0.7955262286348486,13906.34303911816,94.118453525625,2033402.4379102092,4.985049261716259,0.20672789571314162,13906.34303911816
11558,2020-08-03,2020,5,2,MT,OUT,,,,False,,,,ISC,Bubbler,Siphon,10 V,,,,Selenium,,,,,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,54.66666666666666,0.1206666666666666,3,0,,0.0015,0,,0.0015,Se,,,-0.6780205005350302,-0.5905097667009359,,0.6685495838321084,,0.5466666666666665,1,216,97,67,Siphon,PE_e7d26804606cfa2ee163,CO_af6d08a81278d36d71b7,,,0.0,0.0,1.0701625845838096,13906.34303911816,94.118453525625,2033402.4379102092,0.0,0.0,1.0701625845838096,0.7955262286348486,13906.34303911816,94.118453525625,2033402.4379102092,4.985049261716259,0.0,13906.34303911816
12669,2020-08-03,2020,5,2,MT,OUT,,,,False,,,,ISC,Bubbler,Siphon,10 V,,,,NPOC,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,54.66666666666666,0.1206666666666666,3,0,,,0,,,NPOC,,,-0.6780205005350302,-0.5905097667009359,,0.6685495838321084,,0.5466666666666665,1,216,97,67,Siphon,PE_e7d26804606cfa2ee163,CO_e2310acf6a8c78e5d0eb,,,2.8203112999324564,0.7242732938488932,7.464306952068718,13906.34303911816,94.118453525625,2033402.4379102092,2.8203112999324564,0.7242732938488932,7.464306952068718,0.7955262286348486,13906.34303911816,94.118453525625,2033402.4379102092,4.985049261716259,2.8203112999324564,13906.34303911816
13780,2020-08-03,2020,5,2,MT,OUT,,,,False,,,,ISC,Bubbler,Siphon,10 V,,,,TDS,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,54.66666666666666,0.1206666666666666,3,0,,,0,,,TDS,,,-0.6780205005350302,-0.5905097667009359,,0.6685495838321084,,0.5466666666666665,1,216,97,67,Siphon,PE_e7d26804606cfa2ee163,CO_37859290e7d150c5026f,,,4.063077458747402,1.2851879235497945,10.217787862914662,13906.34303911816,94.118453525625,2033402.4379102092,4.063077458747402,1.2851879235497945,10.217787862914662,0.7955262286348486,13906.34303911816,94.118453525625,2033402.4379102092,4.985049261716259,4.063077458747402,13906.34303911816
14891,2020-08-03,2020,5,2,MT,OUT,,,,False,,,,ISC,Bubbler,Siphon,10 V,,,,TSS,,,,,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,54.66666666666666,0.1206666666666666,3,0,,,0,,,TSS,,,-0.6780205005350302,-0.5905097667009359,,0.6685495838321084,,0.5466666666666665,1,216,97,67,Siphon,PE_e7d26804606cfa2ee163,CO_105a4d48d04d0d1f1c95,,,144.49572506761194,64.6685734242913,321.3612895650258,13906.34303911816,94.118453525625,2033402.4379102092,144.49572506761194,64.6685734242913,321.3612895650258,0.7955262286348486,13906.34303911816,94.118453525625,2033402.4379102092,4.985049261716259,144.49572506761194,13906.34303911816
452,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,OrthoP,0.0,0.0,,129646.3,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,1,,0.75,1,,0.75,OP,-0.6630529325275879,-0.3885840286996418,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_549a2fac47d713cc00f2,0.0,,0.04733602303450873,0.0,1.320484611052437,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.0,11075.205718351166
453,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,OrthoP,0.0,0.0,,129646.3,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,1,,0.75,1,,0.75,OP,-0.6630529325275879,-0.3885840286996418,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_d83c7ee736be931d85b7,0.0,,0.052553958812471664,0.0,1.3320455040303574,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.0,11075.205718351166
1563,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TotalP,0.2,0.0,,129646.3,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,0.2,0.05,1,,0.05,TP,-0.3567067841634083,-0.4332220146554506,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_e830a0d7d5f303724e64,0.18232155679395465,,0.1785701338119891,0.0,1.6112477737878983,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.2,11075.205718351166
1564,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TotalP,0.17,0.0,,129646.3,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,0.17,0.05,1,,0.05,TP,-0.3679180666510617,-0.4332220146554506,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_2163909115c0f6f1e638,0.15700374880966478,,0.15302102892652444,0.0,1.5546410082332183,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.17,11075.205718351166
2674,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,ICP,,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,ICP,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_48edac0718a29c1157a2,,,0.18483480285011752,0.0,1.625127815891477,11075.205718351166,74.7550565839822,1619459.6491941458,0.18483480285011752,0.0,1.625127815891477,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.18483480285011752,11075.205718351166
2675,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,ICP,,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,ICP,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_4d578fd7ecf82962ceb6,,,0.21169095653760564,0.0,1.6846304874059297,11075.205718351166,74.7550565839822,1619459.6491941458,0.21169095653760564,0.0,1.6846304874059297,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.21169095653760564,11075.205718351166
3785,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TKN,1.6,0.0,,129646.3,True,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,1.6,,1,,,TKN,-0.1239786125078883,-0.3812381919432593,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_c69f0baaa1af7cebe999,0.9555114450274363,,0.8998761575832697,0.0,3.209378164807143,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,1.6,11075.205718351166
3786,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TKN,2.0,0.0,,129646.3,True,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,2.0,,1,,,TKN,-0.0257874663646536,-0.3812381919432593,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_c630fa554a3327d2a262,1.0986122886681098,,0.885118519975862,0.0,3.176681045439227,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,2.0,11075.205718351166
4896,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Nitrate,8.3,8.1,,129646.3,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,8.3,0.2,0,8.1,0.2,NO3,0.5551386315502402,0.6250036990428308,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_4b4c041692a0b4a72acc,2.2300144001592104,,8.734323153697169,3.3935250637589975,20.56743068162513,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,8.3,11075.205718351166
4897,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Nitrate,8.3,8.1,,129646.3,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,8.3,0.2,0,8.1,0.2,NO3,0.5551386315502402,0.6250036990428308,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_eda7ca2e850cca251030,2.2300144001592104,,8.657676375944954,3.358931026372553,20.397611574529535,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,8.3,11075.205718351166
6007,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Nitrite,,,,129646.3,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,0.15,0,,0.15,NO2,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_26479677d11644f9c3f5,,,0.10495291240233373,0.0,1.4481409717373053,11075.205718351166,74.7550565839822,1619459.6491941458,0.10495291240233373,0.0,1.4481409717373053,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.10495291240233373,11075.205718351166
6008,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Nitrite,,,,129646.3,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,0.15,0,,0.15,NO2,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_e144d6e018ccc3d41f76,,,0.12569036591445146,0.0,1.4940870107247362,11075.205718351166,74.7550565839822,1619459.6491941458,0.12569036591445146,0.0,1.4940870107247362,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.12569036591445146,11075.205718351166
7118,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,NitrateNitrite,,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,NOx,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_eace48a195da1586d8c6,,,2.683987702870276,0.6627445022711254,7.162267489901113,11075.205718351166,74.7550565839822,1619459.6491941458,2.683987702870276,0.6627445022711254,7.162267489901113,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,2.683987702870276,11075.205718351166
7119,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,NitrateNitrite,,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,NOx,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_46d4b8ad705c555d8f4e,,,2.7142776793958783,0.6764156912120187,7.229378161978591,11075.205718351166,74.7550565839822,1619459.6491941458,2.7142776793958783,0.6764156912120187,7.229378161978591,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,2.7142776793958783,11075.205718351166
8229,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TotalN,,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,TN,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_e9297a9f26942ce6d80b,,,1.5409109791631437,0.14682406732035438,4.629659150001356,11075.205718351166,74.7550565839822,1619459.6491941458,1.5409109791631437,0.14682406732035438,4.629659150001356,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,1.5409109791631437,11075.205718351166
8230,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TotalN,,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,TN,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_d3366ba5a450d071e4c0,,,1.551074695752272,0.15141139638989726,4.65217794761498,11075.205718351166,74.7550565839822,1619459.6491941458,1.551074695752272,0.15141139638989726,4.65217794761498,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,1.551074695752272,11075.205718351166
9340,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Ammonium(NH4),,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,NH4,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_265b0b21bedad527f6c2,,,0.1855827849753341,0.0,1.6267850500290737,11075.205718351166,74.7550565839822,1619459.6491941458,0.1855827849753341,0.0,1.6267850500290737,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.1855827849753341,11075.205718351166
9341,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Ammonium(NH4),,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,NH4,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_29d41fae5f59df0fdb2e,,,0.21092739568845997,0.0,1.682938736944687,11075.205718351166,74.7550565839822,1619459.6491941458,0.21092739568845997,0.0,1.682938736944687,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.21092739568845997,11075.205718351166
10451,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TSP,,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,TSP,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_f0e615ec1be3b25c5810,,,0.18513285371289892,0.0,1.6257881793518987,11075.205718351166,74.7550565839822,1619459.6491941458,0.18513285371289892,0.0,1.6257881793518987,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.18513285371289892,11075.205718351166
10452,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,TSP,,,,129646.3,False,,,,,,,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,,,0,,,TSP,,,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_ce2c4dde1a8596030185,,,0.21046784609077349,0.0,1.6819205558203931,11075.205718351166,74.7550565839822,1619459.6491941458,0.21046784609077349,0.0,1.6819205558203931,0.7955262286348486,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.21046784609077349,11075.205718351166
11562,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT,False,TRUE,False,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Selenium,0.0052,0.0054,,129646.3,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,0.0052,0.0015,0,0.0054,0.0015,Se,-0.7780336403715704,-0.502830770745301,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_e69d287e5d5ed5b9201e,0.005186526687300061,,0.05900216949706717,0.0,1.3463322022182749,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.0052,11075.205718351166
11563,2020-08-18,2020,6,1,MT,OUT,MT1-06-OT-D,False,TRUE,True,,False,,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",,Selenium,0.0058,0.0054,,129646.3,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2020-04-28,2020-10-09,2020,grain corn,winter wheat,690.82,37.94375000000002,56.0,0.077888889,3,0,0.0058,0.0015,0,0.0054,0.0015,Se,-0.4322766484743244,-0.502830770745301,-0.6780205005350302,-0.5905097667009359,,1.1644739229751015,0.7322043071593809,0.56,1,231,112,52,Siphon,PE_fa10c6e318bc10ef7cba,CO_66e3d2ac55fec606ebab,0.005783244755727333,,0.064369709528251,0.0,1.3582245593678768,11075.205718351166,74.7550565839822,1619459.6491941458,,,,,11075.205718351166,74.7550565839822,1619459.6491941458,4.985049261716259,0.0058,11075.205718351166
