PhysicalEventID,Year,Treatment,Analyte,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_distinct_concentration_MeasureMethod,concentration_MeasureMethod_values,n_distinct_concentration_Lab,concentration_Lab_values,n_distinct_concentration_Duplicate,concentration_Duplicate_values,n_volume_prediction_rows,n_volume_observation_ids,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,n_distinct_volume_FlumeMethod,volume_FlumeMethod_values,n_volume_source_rows_before_copy_deduplication,concentration_resolution,volume_resolution
PE_9c086ce597b087c03079,2023,MT,NO2,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,NO3,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,NOx,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,NPOC,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,OP,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,Se,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,TDS,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,TKN,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,TN,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,TP,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,TSP,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c086ce597b087c03079,2023,MT,TSS,1,1,1,LC,1,Etape,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,ICP,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,NH4,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,NO2,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,NO3,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,NOx,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,NPOC,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,OP,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,Se,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,TDS,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,TKN,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,TN,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,TP,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,TSP,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c46b6f273bdff023d65,2022,ST,TSS,1,1,1,GB,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,ICP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,NH4,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,NO2,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,NO3,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,NOx,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,NPOC,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,OP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,Se,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TDS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TKN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TSP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TSS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,ICP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,NH4,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,NO2,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,NO3,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,NOx,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,NPOC,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,OP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,Se,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,TDS,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,TKN,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,TN,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,TP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,TSP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9c79c529e5c026f4ff3b,2014,CT,TSS,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_9ca54d59e62897264daa,2025,CT,ICP,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,NH4,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,NO2,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,NO3,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,NOx,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,NPOC,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,OP,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,Se,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,TDS,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,TKN,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,TN,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,TP,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,TSP,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9ca54d59e62897264daa,2025,CT,TSS,1,1,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,median,median
PE_9dcf28567d82395e45a5,2023,CT,ICP,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,NH4,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,NO2,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,NO3,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,NOx,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,NPOC,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,OP,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,Se,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,TDS,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,TKN,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,TN,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,TP,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,TSP,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9dcf28567d82395e45a5,2023,CT,TSS,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, TKN subcontracted to ALS Environmental in Holland, MI",1,False,1,1,1,Ruler,1,60 V Trap,56,median,median
PE_9e33ecbed1c1b69520da,2018,MT,ICP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,NH4,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,NO2,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,NO3,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,NOx,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,NPOC,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,OP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,Se,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,TDS,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,TKN,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,TN,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,TP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,TSP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e33ecbed1c1b69520da,2018,MT,TSS,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,ICP,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,NH4,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,NO2,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,NO3,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,NOx,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,NPOC,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,OP,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,Se,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,TDS,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,TKN,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,TN,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,TP,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,TSP,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9e4eade5c021b68d7eb8,2016,ST,TSS,2,2,1,ISC,1,Bubbler,1,"NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,ICP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,NH4,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,NO2,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,NO3,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,NOx,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,NPOC,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,OP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,Se,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,TDS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,TKN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,TN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,TP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,TSP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9ef48b534b6eef30321b,2025,MT,TSS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,ICP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,NH4,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,NO2,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,NO3,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,NOx,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,NPOC,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,OP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,Se,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,TDS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,TKN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,TN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,TP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,TSP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f1340a7cc58d224829a,2024,ST,TSS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28,median,median
PE_9f37a5563e99381d6be7,2024,MT,ICP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,NH4,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,NO2,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,NO3,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,NOx,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,NPOC,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,OP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,Se,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,TDS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
PE_9f37a5563e99381d6be7,2024,MT,TKN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,0,0,,0,,0,median,median
