_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,PlantCalendarYear,ResidueAssignmentEligible,ResidueMeasurementDate,ResidueModelDate,ResidueModelDateSource,Residue_STIR_toMeasurement,Residue_STIR_LeftCensored,Residue_STIR_StartDate,Residue_STIR_BoundaryDayCarryover,ResidueYear,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,ObservationDate,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,EventDate,y_logC,y_logV,event_weight
3951,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TKN,0.0,0.0,,103902.33,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,1,,,1,,,TKN,-0.5167431970808276,-0.3812381919432593,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_c5883875beb9a0c9eec3,2022-07-26,0.0,,0.3333333333333333
3952,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TKN,0.0,0.0,,103902.33,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,1,,,1,,,TKN,-0.5167431970808276,-0.3812381919432593,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_1787881c10bfe7224ce5,2022-07-26,0.0,,0.3333333333333333
5055,2022-07-26,2022,4,1,MT,OUT,MT1-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrate,6.5,6.4,,103902.33,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,6.5,0.2,0,6.4,0.2,NO3,0.0405263214844931,0.1077516680296207,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_520882626bcb7f3b3390,2022-07-26,2.0149030205422647,,0.3333333333333333
5062,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrate,5.5,6.4,,103902.33,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,5.5,0.2,0,6.4,0.2,NO3,-0.2453694063298106,0.1077516680296207,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_15ccf2dd2d4f3fbce5f3,2022-07-26,1.8718021769015913,,0.3333333333333333
5063,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrate,5.9,6.4,,103902.33,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,5.9,0.2,0,6.4,0.2,NO3,-0.131011115204089,0.1077516680296207,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_2b8bf3b855a2dbb68ce1,2022-07-26,1.9315214116032138,,0.3333333333333333
6166,2022-07-26,2022,4,1,MT,OUT,MT1-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrite,0.0,0.0,,103902.33,True,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,1,,0.15,1,,0.15,NO2,-0.6877623282754332,-0.6721391159979394,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_e17048119e86c59f6649,2022-07-26,0.0,,0.3333333333333333
6173,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrite,0.0,0.0,,103902.33,True,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,1,,0.15,1,,0.15,NO2,-0.6877623282754332,-0.6721391159979394,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_cad0152e4e3ec7e4c341,2022-07-26,0.0,,0.3333333333333333
6174,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrite,0.0,0.0,,103902.33,True,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,1,,0.15,1,,0.15,NO2,-0.6877623282754332,-0.6721391159979394,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_982cba6c0950686e3751,2022-07-26,0.0,,0.3333333333333333
11721,2022-07-26,2022,4,1,MT,OUT,MT1-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Selenium,0.0067,0.0058,,103902.33,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,0.0067,0.0015,0,0.0058,0.0015,Se,0.086358839371545,0.5070740683887215,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_0c61b4aaf030375a376f,2022-07-26,0.006677654753240568,,0.3333333333333333
11728,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Selenium,0.0052,0.0058,,103902.33,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,0.0052,0.0015,0,0.0058,0.0015,Se,-0.7780336403715704,0.5070740683887215,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_00dd3f55a187c19fa0bd,2022-07-26,0.005186526687300061,,0.3333333333333333
11729,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Selenium,0.0061,0.0058,,103902.33,True,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,0.0061,0.0015,0,0.0058,0.0015,Se,-0.2593981525257009,0.5070740683887215,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_a4ecc5b8b90652de7357,2022-07-26,0.00608147031586796,,0.3333333333333333
15054,2022-07-26,2022,4,1,MT,OUT,MT1-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TSS,623.333,40.0,,103902.33,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,623.333,,0,40.0,,TSS,-0.2956235808638713,1.0138977989513125,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_9fcf466b744af2893d72,2022-07-26,6.436683879873007,,0.3333333333333333
15061,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TSS,86.667,40.0,,103902.33,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,86.667,,0,40.0,,TSS,-0.5269175260287262,1.0138977989513125,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_a44aaaabe504e7aa4317,2022-07-26,4.473545545783795,,0.3333333333333333
15062,2022-07-26,2022,4,1,MT,OUT,MT1-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TSS,73.333,40.0,,103902.33,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,26.666666666666668,0.0781666666666666,3.0,0,73.333,,0,40.0,,TSS,-0.5326642539094344,1.0138977989513125,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.0128020170608801,0.2666666666666666,1,2022-07-26,207,88,90,Siphon,PE_5556897f607258fe9362,CO_185ea26127b71beb4deb,2022-07-26,4.308554998477022,,0.3333333333333333
614,2022-07-27,2022,4,2,MT,OUT,MT2-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,OrthoP,0.0,0.0,,89491.62,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,1,,0.75,1,,0.75,OP,-0.6630529325275879,-0.3885840286996418,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_fa7aec4efb728534ef32,2022-07-27,0.0,,0.3333333333333333
624,2022-07-27,2022,4,2,MT,OUT,MT2-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,OrthoP,0.0,0.0,,89491.62,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,1,,0.75,1,,0.75,OP,-0.6630529325275879,-0.3885840286996418,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_1b3c33580f2e2094cbde,2022-07-27,0.0,,0.3333333333333333
625,2022-07-27,2022,4,2,MT,OUT,MT2-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,OrthoP,0.0,0.0,,89491.62,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,1,,0.75,1,,0.75,OP,-0.6630529325275879,-0.3885840286996418,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_ad723f42c7aba316d944,2022-07-27,0.0,,0.3333333333333333
1725,2022-07-27,2022,4,2,MT,OUT,MT2-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TotalP,0.22,0.0,,89491.62,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,0,0.22,0.05,1,,0.05,TP,-0.349232595838306,-0.4332220146554506,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_be322fb77d654ad524a7,2022-07-27,0.1988508587451652,,0.3333333333333333
1735,2022-07-27,2022,4,2,MT,OUT,MT2-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TotalP,0.15,0.0,,89491.62,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,0,0.15,0.05,1,,0.05,TP,-0.3753922549761641,-0.4332220146554506,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_76d6a8153b2e6ea49abf,2022-07-27,0.1397619423751587,,0.3333333333333333
1736,2022-07-27,2022,4,2,MT,OUT,MT2-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TotalP,0.14,0.0,,89491.62,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,0,0.14,0.05,1,,0.05,TP,-0.3791293491387152,-0.4332220146554506,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_96a1a93e19030f5f9378,2022-07-27,0.13102826240640408,,0.3333333333333333
3947,2022-07-27,2022,4,2,MT,OUT,MT2-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TKN,0.0,0.0,,89491.62,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,1,,,1,,,TKN,-0.5167431970808276,-0.3812381919432593,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_0baee19b37f1990636ab,2022-07-27,0.0,,0.3333333333333333
3957,2022-07-27,2022,4,2,MT,OUT,MT2-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TKN,0.0,0.0,,89491.62,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,1,,,1,,,TKN,-0.5167431970808276,-0.3812381919432593,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_98eb1f769cc46eb269eb,2022-07-27,0.0,,0.3333333333333333
3958,2022-07-27,2022,4,2,MT,OUT,MT2-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,TKN,0.0,0.0,,89491.62,True,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,1,,,1,,,TKN,-0.5167431970808276,-0.3812381919432593,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_015287fce017a7b874a7,2022-07-27,0.0,,0.3333333333333333
5058,2022-07-27,2022,4,2,MT,OUT,MT2-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrate,6.4,6.5,,89491.62,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,0,6.4,0.2,0,6.5,0.2,NO3,0.0119367487030628,0.1381782580892212,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_4eee1c20e6a1b18434fe,2022-07-27,2.0014800002101243,,0.3333333333333333
5068,2022-07-27,2022,4,2,MT,OUT,MT2-04-LC,False,TRUE,False,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrate,7.9,6.5,,89491.62,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,0,7.9,0.2,0,6.5,0.2,NO3,0.4407803404245186,0.1381782580892212,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_52fca1c4244d415a9f79,2022-07-27,2.186051276738094,,0.3333333333333333
5069,2022-07-27,2022,4,2,MT,OUT,MT2-04-LC-D,False,TRUE,True,,False,,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrate,6.4,6.5,,89491.62,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,0,6.4,0.2,0,6.5,0.2,NO3,0.0119367487030628,0.1381782580892212,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_66fee1789fd31f863f31,2022-07-27,2.0014800002101243,,0.3333333333333333
6169,2022-07-27,2022,4,2,MT,OUT,MT2-FF-04-GB,True,FALSE,False,,False,,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",,Nitrite,0.0,0.0,,89491.62,True,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,False,0.0,2022,True,,2022-04-29,PlantDate proxy,92.18624999999996,False,2021-10-22,0.0,2022.0,42.0,0.1328333333333333,3.0,1,,0.15,1,,0.15,NO2,-0.6877623282754332,-0.6721391159979394,0.1347937340006115,-0.2772241135699408,,0.1726252446891151,-0.4298344361673413,0.42,1,2022-07-27,208,89,89,Siphon,PE_3fc5dfce0fb4c6220e16,CO_35c7a070e74b4380b5cb,2022-07-27,0.0,,0.3333333333333333
