PhysicalEventID,Year,Irrigation,Rep,Treatment,EventDate,VolumeObservationID,FurrowTireCompaction,RepScope,AnchorDate,AnchorOperation,Timing,DateStatus,ProvenanceNote,CompactionExposureSource,n_genuine_volume_observations,has_genuine_volume_observation
PE_a36448d6fe89c398bac0,2025,6,2,MT,2025-09-03,VO_3e15d7c2efcf4df1d135,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_a5a3e7d8a5e84189d18a,2022,3,2,MT,2022-07-14,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_a5dd6f772a1d2e7d821c,2023,2,1,MT,2023-08-16,VO_70f32036d50f8ddbfe6f,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_a607eca0d188cf22b135,2018,3,2,ST,2018-07-23,,0,,,,,,,unlisted_default_zero,0,False
PE_a63568a97a8fde462031,2013,3,2,MT,2013-07-12,VO_07ad0c53a0c83dac31fe,0,,,,,,,unlisted_default_zero,1,True
PE_a642ed3f2f18412680bd,2022,8,1,MT,2022-09-06,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_a814ea72d8a79e5ce612,2013,6,2,CT,2013-08-20,VO_452ddd5ff9e52051fca1,0,,,,,,,unlisted_default_zero,1,True
PE_a828a4cd4628108e4701,2012,3,2,ST,2012-06-12,,0,,,,,,,unlisted_default_zero,0,False
PE_a8630556d08f6cec7f6a,2022,3,1,ST,2022-07-13,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_a86f0dd73b63a18791b9,2017,2,1,CT,2017-07-09,VO_4551de7b83b2b1e83ad7,0,,,,,,,unlisted_default_zero,1,True
PE_a873c6f206750ebc6cd1,2025,4,2,ST,2025-08-11,VO_54a047477ec1749e2ff4,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_a8e992311ac11ff1f6ab,2013,5,1,ST,2013-08-08,VO_ca9dbfd02f244cb5ffc1,0,,,,,,,unlisted_default_zero,1,True
PE_a929afd926dcc59da1cd,2014,5,1,CT,2014-09-09,,0,,,,,,,unlisted_default_zero,0,False
PE_a98d09332522adfe618b,2015,5,1,MT,2015-08-16,VO_b5b871dc5abe7370159f,0,,,,,,,unlisted_default_zero,1,True
PE_a9b65e771f7f28532999,2021,5,1,CT,2021-08-25,,0,,,,,,,unlisted_default_zero,0,False
PE_aa383c8c9a57591dc206,2022,7,1,MT,2022-08-23,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_ab1e5addf2e00bc003a1,2014,2,1,CT,2014-07-21,VO_d3a1d3b91adb9354357a,0,,,,,,,unlisted_default_zero,1,True
PE_ab750944465b3b03a5ec,2015,3,1,ST,2015-07-30,VO_119f48128ed3ebdffcf9,0,,,,,,,unlisted_default_zero,1,True
PE_acc7ee117e759ece44f9,2023,3,2,MT,2023-08-23,VO_5877339f88b013f5ba6b,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_ada3010827131318b4a5,2023,3,2,ST,2023-08-23,VO_c6709b00ab5d3602f430,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_add35a9103c77e144288,2024,2,1,CT,2024-05-30,VO_37ceb235bdfca32cadfc,0,,,,,,,unlisted_default_zero,2,True
PE_addb6558497635dd3d9a,2020,7,1,MT,2020-08-26,,0,,,,,,,unlisted_default_zero,0,False
PE_ae6e7b1bd3de16ea6d0f,2017,5,2,MT,2017-08-22,VO_292e688f7d0e71e78ad1,0,,,,,,,unlisted_default_zero,1,True
PE_ae71f26e9166fb13ee9c,2014,5,1,MT,2014-09-09,,0,,,,,,,unlisted_default_zero,0,False
PE_af262f79aa0ed033156d,2011,5,2,MT,2011-08-19,VO_ac121ade12a47539372b,0,,,,,,,unlisted_default_zero,1,True
PE_af610e0f46836e0b77e1,2021,3,2,ST,2021-07-30,,1,both,2021-06-18,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed ST-only follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_afa287a09ff3e5bab631,2022,3,1,MT,2022-07-13,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_b08201b583b69f927729,2021,6,1,ST,2021-09-09,,1,both,2021-06-18,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed ST-only follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_b0a6ff66d1c871b7754c,2017,5,2,ST,2017-08-22,VO_8e94e7712dba58ec6fe1,0,,,,,,,unlisted_default_zero,1,True
PE_b13c99904ac0e5122f2f,2018,2,1,ST,2018-07-09,,0,,,,,,,unlisted_default_zero,0,False
PE_b29e09cdb7f952a1cdb0,2011,1,1,ST,2011-06-30,VO_82f4421aacd73a1121b6,0,,,,,,,unlisted_default_zero,1,True
PE_b307adedb4f140b2f276,2015,3,1,CT,2015-07-30,VO_f90af9ee83cec3ff1e2c,0,,,,,,,unlisted_default_zero,1,True
PE_b479db5db86a1e92ca9f,2023,S2,1,CT,2023-08-06,,0,,,,,,,unlisted_default_zero,0,False
PE_b591ad8fc1edd74ecb16,2018,1,1,ST,2018-06-28,,0,,,,,,,unlisted_default_zero,0,False
PE_b6fd60d10e559978199b,2023,3,1,MT,2023-08-23,VO_da638cf36a9afc9fa62c,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_b7ff1c1774876e409c04,2013,2,1,ST,2013-07-02,VO_e2d3c7132662296f0e6c,0,,,,,,,unlisted_default_zero,1,True
PE_b85e98ea69e68f01ed00,2025,7,1,CT,2025-09-14,VO_857194122947b8f28918,0,,,,,,,unlisted_default_zero,2,True
PE_b8cc705881475991ea0f,2022,7,2,CT,2022-08-23,,0,,,,,,,unlisted_default_zero,0,False
PE_ba059ebbc29b11d1a3be,2024,1,2,MT,2024-05-15,VO_2e0d297b33ba9afb5b8c,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,2,True
PE_bb21dc13f44e7cae1045,2014,2,2,CT,2014-07-22,VO_861933ea464b0914dfb0,0,,,,,,,unlisted_default_zero,1,True
PE_bb8ea40d37cb388028ef,2025,S1,1,ST,2025-09-23,,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_bbf4e95c02e1591047b4,2011,4,1,ST,2011-08-09,VO_c280754ccee793f24896,0,,,,,,,unlisted_default_zero,1,True
PE_bca2b67b03840bac2206,2023,3,1,ST,2023-08-23,VO_0240559f79ddcf9b50b6,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_bcf1d030e292438de1c1,2018,5,1,CT,2018-09-23,,0,,,,,,,unlisted_default_zero,0,False
PE_bd4a80359ce1de5f5729,2025,4,1,CT,2025-08-11,VO_9da8c9251a20a8eb1be0,0,,,,,,,unlisted_default_zero,2,True
PE_bd8c84ec329021438849,2015,2,2,MT,2015-07-21,VO_e11ad052b56b9bc9cec8,0,,,,,,,unlisted_default_zero,1,True
PE_bdf17111cc35249ef7aa,2012,1,1,MT,2012-05-15,,0,,,,,,,unlisted_default_zero,0,False
PE_be3da0eafc673da18d92,2014,4,2,ST,2014-08-18,VO_5b82220e688332955128,0,,,,,,,unlisted_default_zero,2,True
PE_be7aad6167b8d6e29614,2018,3,1,ST,2018-07-23,,0,,,,,,,unlisted_default_zero,0,False
PE_beeac198e54979c8cb07,2014,5,2,MT,2014-09-10,,0,,,,,,,unlisted_default_zero,0,False
PE_bf44e09ffc415b58c4a0,2012,7,2,ST,2012-08-01,VO_5e934e5a14f2e052cb49,0,,,,,,,unlisted_default_zero,1,True
PE_bf4999981e8b30465343,2011,4,2,MT,2011-08-10,,0,,,,,,,unlisted_default_zero,0,False
PE_bf4d5c43e21a82c51f4f,2023,5,1,CT,2023-09-26,VO_d6b5408d3dd840ba0579,0,,,,,,,unlisted_default_zero,1,True
PE_bf6fc540566653c363a5,2015,2,1,MT,2015-07-20,VO_38779eed82ebadfdeb20,0,,,,,,,unlisted_default_zero,1,True
PE_bf74455b1a7c48461768,2023,1,2,MT,2023-07-17,VO_302d70534abca47e2e8b,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_c022cac1f55e539686af,2012,1,2,CT,2012-05-16,VO_a6c06c2d6af39f438424,0,,,,,,,unlisted_default_zero,1,True
PE_c0e9a65e116d987d3dfe,2017,5,1,CT,2017-08-21,VO_8a778dd545d5dcaedd15,0,,,,,,,unlisted_default_zero,1,True
PE_c173a335fbc6a1794117,2015,6,2,ST,2015-09-01,VO_e52624d9a567dc7aee83,0,,,,,,,unlisted_default_zero,1,True
PE_c1edec673d6e55fe03b0,2025,5,1,MT,2025-08-19,VO_11e6e01f887412f138da,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_c29031fe1d291910e835,2014,1,1,MT,2014-07-01,VO_0b00848923c3418695d5,0,,,,,,,unlisted_default_zero,1,True
PE_c32a2a3d88d9ec350dc6,2018,4,2,CT,2018-09-18,,0,,,,,,,unlisted_default_zero,0,False
PE_c33b54f99c0ede44173e,2011,3,1,CT,2011-07-28,VO_51fed297660faf977c91,0,,,,,,,unlisted_default_zero,1,True
PE_c347d973d115e2a3ba3c,2014,2,1,MT,2014-07-21,VO_adfb0a8002ba722e70bf,0,,,,,,,unlisted_default_zero,1,True
PE_c3597e2837d70a1714cc,2013,1,1,MT,2013-06-19,,0,,,,,,,unlisted_default_zero,0,False
PE_c3c22e6072f6eeb66ac2,2012,6,2,MT,2012-07-25,VO_d63ee7f04811485f44c5,0,,,,,,,unlisted_default_zero,1,True
PE_c409fdcd758dbf3b86bb,2022,4,2,CT,2022-07-27,,0,,,,,,,unlisted_default_zero,0,False
PE_c488be01d5dbff565ef0,2024,1,1,MT,2024-05-15,,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,0,False
PE_c4acde3ff39ca34f7f1d,2023,5,1,MT,2023-09-26,VO_69a7ade82cd31ec915dc,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_c63b91d3075e6834f32e,2025,1,2,MT,2025-06-30,VO_8da8db6cf09e2a6db97b,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_c67a9e43f22b05bb8d70,2017,2,2,CT,2017-07-10,VO_997cd48818b0aa154a5b,0,,,,,,,unlisted_default_zero,1,True
PE_c6a22d9daf9658c76f8d,2017,4,1,CT,2017-08-02,VO_580aa2c3440790073e75,0,,,,,,,unlisted_default_zero,1,True
PE_c6f4076701513ce44077,2023,S1,2,ST,2023-08-01,,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_c7e10f3a52f813c6a07a,2017,3,2,CT,2017-07-21,VO_32baccdf67567c327922,0,,,,,,,unlisted_default_zero,1,True
PE_c7ea31b20b60ad1966be,2021,3,2,MT,2021-07-30,,0,,,,,,,unlisted_default_zero,0,False
PE_c8cfe41007225eb1567a,2012,1,1,ST,2012-05-15,VO_6171abf2c7f37154754b,0,,,,,,,unlisted_default_zero,1,True
PE_c917d3aa7638a95ddccd,2021,5,2,ST,2021-08-26,,1,both,2021-06-18,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed ST-only follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_c918bf0b868668efb5e3,2024,3,2,MT,2024-06-12,VO_ec6e3cd07a00dfc29178,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,1,True
PE_c9875bdbbfec951204a7,2023,5,1,ST,2023-09-26,VO_a3d80c35a0fdc9dfcfe0,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_c9e73ef1dabab1e96c37,2017,1,1,MT,2017-06-26,VO_dd5e4b0114d2ef5d8dcb,0,,,,,,,unlisted_default_zero,1,True
PE_cb43e2ed756f1f7b6aba,2013,3,1,ST,2013-07-11,VO_ff53325be25cdf175126,0,,,,,,,unlisted_default_zero,1,True
PE_cbed8a7088e045d7b553,2012,5,2,CT,2012-07-17,VO_240487e0613d1b407af6,0,,,,,,,unlisted_default_zero,1,True
PE_cc030c89ee5b8a7462b6,2024,2,1,MT,2024-05-30,,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,0,False
PE_cc5627c91253785c0d98,2012,7,1,ST,2012-07-31,,0,,,,,,,unlisted_default_zero,0,False
PE_ceb9c23bc0db5be24388,2022,4,1,ST,2022-07-26,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_cef31bb952fb70e29aa3,2018,1,2,MT,2018-06-28,,0,,,,,,,unlisted_default_zero,0,False
PE_cf4508303fbec7c40fe5,2016,1,1,CT,2016-06-07,VO_ac7dac7a5c2662cdde91,0,,,,,,,unlisted_default_zero,1,True
PE_d03c293a07504dee9823,2020,4,1,CT,2020-07-22,,0,,,,,,,unlisted_default_zero,0,False
PE_d0a561512025e1d2770d,2024,3,1,MT,2024-06-12,VO_c1efd6f1a1602fec0125,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,1,True
PE_d0b9f8548f96e312e4d0,2025,7,2,CT,2025-09-15,VO_265248a2b8fa2623df7c,0,,,,,,,unlisted_default_zero,1,True
PE_d0ce0a7aa7e876660808,2023,2,1,ST,2023-08-16,VO_1bc1b260cf337654325e,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_d16ac2ea89bbe98196a0,2011,3,2,CT,2011-07-29,VO_a6727d56bf06d1ef6e2d,0,,,,,,,unlisted_default_zero,1,True
PE_d1afac04920a2ee5af17,2014,3,1,ST,2014-08-04,VO_3ccea155fe4e4c3b609d,0,,,,,,,unlisted_default_zero,1,True
PE_d36d20c6bc7c067588be,2024,4,2,ST,2024-06-20,VO_69cfda61730ad51d3ee0,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,2,True
PE_d3818202a2c7c0979162,2013,5,2,ST,2013-08-09,VO_fd001b8c21761a385551,0,,,,,,,unlisted_default_zero,1,True
PE_d38cb42b24675ec235ad,2020,5,2,CT,2020-08-03,,0,,,,,,,unlisted_default_zero,0,False
PE_d41d88e8b515629ab69d,2022,8,2,MT,2022-09-07,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_d47080104483a2906848,2022,1,1,ST,2022-06-17,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_d4823572c24cd1d28427,2020,4,2,MT,2020-07-23,,0,,,,,,,unlisted_default_zero,0,False
PE_d7412eb08e900574222a,2013,5,1,MT,2013-08-08,,0,,,,,,,unlisted_default_zero,0,False
PE_d79901bee44e9d2ab8bc,2012,10,2,MT,2012-08-31,VO_c092d50cf417d2f8ceda,0,,,,,,,unlisted_default_zero,1,True
PE_d8275d4734b8c69e5afc,2012,2,1,MT,2012-06-03,VO_8e49c46dd6dcc2e51f73,0,,,,,,,unlisted_default_zero,1,True
PE_db00152d9902bdb511ab,2011,6,1,ST,2011-08-28,VO_08d7cd64d819b125c058,0,,,,,,,unlisted_default_zero,1,True
PE_db44df4caa1727e348be,2022,3,1,CT,2022-07-13,,0,,,,,,,unlisted_default_zero,0,False
PE_dbd728d03c1d5af8f0ef,2023,S2,2,ST,2023-08-06,,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_dc25029fed7bf1b276c5,2022,2,1,ST,2022-06-29,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_dc2b363282afea49f001,2013,1,2,CT,2013-06-20,,0,,,,,,,unlisted_default_zero,0,False
PE_dc649077fd49ff457e31,2013,6,1,CT,2013-08-19,VO_ce7edefd088f1f43f433,0,,,,,,,unlisted_default_zero,1,True
PE_dd2eb9cbf33aadc76796,2017,4,2,ST,2017-08-03,VO_89da85a2ffe1bb998875,0,,,,,,,unlisted_default_zero,1,True
PE_dd4d0ea35e35c329e9d8,2024,3,2,CT,2024-06-12,,0,,,,,,,unlisted_default_zero,0,False
PE_dd553617c7d118d29861,2024,2,1,ST,2024-05-30,,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,0,False
PE_dec8c485fbbc1c0c7b86,2022,8,1,ST,2022-09-06,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_df160c088a0a2ccf4d3e,2022,5,1,CT,2022-08-10,,0,,,,,,,unlisted_default_zero,0,False
PE_df9469438e8cb790e7af,2012,1,1,CT,2012-05-15,VO_780b7ae32ea411f8ac5d,0,,,,,,,unlisted_default_zero,1,True
PE_df9fe3439780c58ef619,2017,3,2,MT,2017-07-21,VO_66dd8b621b2d81c925e4,0,,,,,,,unlisted_default_zero,1,True
PE_dfd4f33e25a6c0f68606,2011,3,2,ST,2011-07-29,VO_f862ea153fa9aaa854d3,0,,,,,,,unlisted_default_zero,1,True
PE_e01f96101de9649fe0a8,2024,1,1,CT,2024-05-15,VO_7f053a11199c6629b98f,0,,,,,,,unlisted_default_zero,1,True
PE_e1f06f083d001c899062,2014,1,1,CT,2014-07-01,VO_01018d149452530442d9,0,,,,,,,unlisted_default_zero,1,True
PE_e27bd4911eac418c5499,2020,7,2,CT,2020-08-27,,0,,,,,,,unlisted_default_zero,0,False
PE_e29fdc102c9f799e8e4f,2023,2,2,ST,2023-08-16,VO_cf9dffb70a1d7ee627dd,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_e31452c7a0ebfbfaf3f2,2021,5,2,MT,2021-08-26,VO_fbd120ba7133835f51f0,0,,,,,,,unlisted_default_zero,1,True
PE_e36c37e82bf0717de103,2012,3,1,CT,2012-06-11,VO_b9cee10a1f0ad581e4fb,0,,,,,,,unlisted_default_zero,1,True
PE_e416400520de7f5adc17,2021,4,1,ST,2021-08-12,VO_b910bc8c3e32de65f394,1,both,2021-06-18,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed ST-only follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_e4c541913dac4c0bca3d,2014,4,2,CT,2014-08-18,VO_4a0d1b84f8145e03eb34,0,,,,,,,unlisted_default_zero,1,True
PE_e517c68ccbe2e4b52791,2022,6,2,CT,2022-08-19,,0,,,,,,,unlisted_default_zero,0,False
PE_e54a1b2fb0b2d2f3c583,2012,5,1,ST,2012-07-16,VO_76b6aa51a29858fdd759,0,,,,,,,unlisted_default_zero,1,True
PE_e582d3221277d02f35d9,2024,2,2,MT,2024-05-30,VO_1c2f2b7a1f1674230df8,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,1,True
PE_e5b7650f3b7e52f1a1bf,2014,1,2,ST,2014-07-02,VO_962352a38f9152c1bef2,0,,,,,,,unlisted_default_zero,1,True
PE_e6892c1c4df9f9956548,2025,1,1,MT,2025-06-30,VO_2b0e33881d10b51deae3,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_e6e65791cef10ae1aec3,2020,4,2,CT,2020-07-23,,0,,,,,,,unlisted_default_zero,0,False
PE_e6f216bc2af9baf87adb,2014,1,1,ST,2014-07-01,VO_c092cbfb51a092e2da07,0,,,,,,,unlisted_default_zero,1,True
PE_e743f4558cfa24632460,2022,6,2,ST,2022-08-19,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_e7adc6803f9ae278362b,2011,1,2,ST,2011-07-01,VO_65fe3684bea44f9850b3,0,,,,,,,unlisted_default_zero,1,True
PE_e8e143ce24098f6b3f6d,2017,1,2,ST,2017-06-27,VO_1941f2852d52b07e73eb,0,,,,,,,unlisted_default_zero,1,True
PE_e91aef82d1d0158c64de,2016,2,2,MT,2016-06-20,VO_7a7cdda98ddc593d5f74,0,,,,,,,unlisted_default_zero,1,True
PE_e92a1d87a3645647bd4e,2020,7,1,ST,2020-08-26,VO_ff6f66b122d47fb494fe,0,,,,,,,unlisted_default_zero,1,True
PE_e94ab9d8c2491d471785,2020,6,2,MT,2020-08-19,,0,,,,,,,unlisted_default_zero,0,False
PE_e9b4025c029d683e1a32,2013,2,2,MT,2013-07-03,VO_5177d303e4548e399707,0,,,,,,,unlisted_default_zero,1,True
PE_e9d0921860cc7c87fefe,2015,4,1,ST,2015-08-06,VO_95451622754152b19676,0,,,,,,,unlisted_default_zero,1,True
PE_e9ed7c0da6f350ec0ebd,2021,3,1,CT,2021-07-29,VO_0a2d0b9bcd733b37a7a7,0,,,,,,,unlisted_default_zero,1,True
PE_ea4184a89b91eb4646ad,2022,6,1,ST,2022-08-18,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_eb6fec5adbe358422038,2019,1,1,CT,2019-06-27,,0,,,,,,,unlisted_default_zero,0,False
PE_eb7e4b7d6a65d5aa6a4b,2022,3,2,CT,2022-07-14,,0,,,,,,,unlisted_default_zero,0,False
PE_eba40b08b5ce69421768,2015,6,2,CT,2015-09-01,VO_d30908519303855fbe91,0,,,,,,,unlisted_default_zero,1,True
PE_ebd22f3a15b20eea0e80,2021,5,1,MT,2021-08-25,,0,,,,,,,unlisted_default_zero,0,False
PE_ebead115648e1ebda0bb,2022,8,1,CT,2022-09-06,,0,,,,,,,unlisted_default_zero,0,False
PE_ece5ee3d9a47f8a4b70b,2015,2,1,CT,2015-07-20,VO_f5107c4d0363ce6d163c,0,,,,,,,unlisted_default_zero,1,True
PE_ed07163240c41f058ff7,2016,1,2,ST,2016-06-08,VO_33f0869a7ba077f442e4,0,,,,,,,unlisted_default_zero,1,True
PE_ee0d84028e7204c9f8b6,2023,3,2,CT,2023-08-23,VO_7d940e4c3c1352d736f6,0,,,,,,,unlisted_default_zero,1,True
PE_ee23dd5347fd2acef254,2020,3,2,ST,2020-07-13,VO_28c64526ac4af5710659,0,,,,,,,unlisted_default_zero,1,True
PE_ef16b92ac44718ed6fbe,2015,1,1,ST,2015-07-06,VO_64a14debb5d0199b5c17,0,,,,,,,unlisted_default_zero,1,True
PE_ef5b618a3b1b8ffbd8e4,2025,6,2,CT,2025-09-03,VO_cd3d21f81e1ff4838824,0,,,,,,,unlisted_default_zero,2,True
PE_effd37ee189df750ad5a,2015,1,1,CT,2015-07-06,VO_b6558a113fa146ed6af1,0,,,,,,,unlisted_default_zero,1,True
PE_f0055d0fbf3bb2c0c279,2024,3,1,ST,2024-06-12,VO_905f185ea6d1d126d404,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,1,True
PE_f0406a7690a0e8ef2920,2022,7,2,MT,2022-08-23,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_f0466175569500bfdf4d,2025,7,1,MT,2025-09-14,VO_f3441eb3edf470411157,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_f071df1dfa8de45515c1,2023,S1,1,CT,2023-08-01,,0,,,,,,,unlisted_default_zero,0,False
PE_f0826e18d2e4817478f5,2012,9,1,CT,2012-08-19,VO_60d1861bda1ee1739382,0,,,,,,,unlisted_default_zero,1,True
PE_f0acae9004db30c9f89b,2017,4,2,CT,2017-08-03,VO_c4097c7db65c27bd9f8c,0,,,,,,,unlisted_default_zero,1,True
PE_f0e98ee733e1acf48f4e,2021,4,1,MT,2021-08-12,,0,,,,,,,unlisted_default_zero,0,False
PE_f112cb116ff39b0745d1,2020,3,1,CT,2020-07-13,VO_a1a023aa1c07dce8d9a0,0,,,,,,,unlisted_default_zero,1,True
PE_f18d62b04bf4f3a25d7e,2012,3,1,MT,2012-06-11,VO_f316f6254d1a6607551e,0,,,,,,,unlisted_default_zero,1,True
PE_f20fe17d9d856cebbcf8,2020,2,1,MT,2020-07-06,,0,,,,,,,unlisted_default_zero,0,False
