PhysicalEventID,Year,Treatment,Rep,Analyte,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_distinct_concentration_MeasureMethod,concentration_MeasureMethod_values,n_distinct_concentration_Lab,concentration_Lab_values,n_distinct_concentration_Duplicate,concentration_Duplicate_values,n_volume_prediction_rows,n_volume_observation_ids,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,n_distinct_volume_FlumeMethod,volume_FlumeMethod_values,n_volume_source_rows_before_copy_deduplication,concentration_resolution,volume_resolution
PE_8ed15b2f1e5372b81dc7,2020,MT,1,NH4,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,NO2,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,NO3,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,NOx,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,NPOC,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,OP,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,Se,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,TDS,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,TKN,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,TN,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,TP,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,TSP,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8ed15b2f1e5372b81dc7,2020,MT,1,TSS,1,1,1,ISC,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,ICP,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,NH4,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,NO2,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,NO3,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,NOx,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,NPOC,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,OP,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,Se,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,TDS,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,TKN,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,TN,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,TP,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,TSP,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8f51b688686d8bdc2f79,2023,ST,2,TSS,4,4,4,GB3 | GBH | ISC | LC,1,Ruler,1,"ALS Houston, US",1,False,1,1,1,Ruler,1,60 V Trap,56.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,ICP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,NH4,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,NO2,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,NO3,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,NOx,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,NPOC,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,OP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,Se,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,TDS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,TKN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,TN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,TP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,TSP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_8fc624aa7b0c0a5ff950,2013,CT,1,TSS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,ICP,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,NH4,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,NO2,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,NO3,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,NOx,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,NPOC,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,OP,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,Se,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,TDS,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,TKN,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,TN,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,TP,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,TSP,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_901ccaf6a3ac1105504f,2022,ST,2,TSS,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,ICP,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,NH4,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,NO2,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,NO3,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,NOx,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,NPOC,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,OP,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,Se,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,TDS,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,TKN,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,TN,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,TP,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,TSP,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_909a6e90f2a2fb0ccb86,2014,MT,2,TSS,1,1,1,ISC,1,Bubbler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from",1,False,1,1,1,Bubbler,1,10 V,14.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,ICP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,NH4,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,NO2,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,NO3,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,NOx,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,NPOC,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,OP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,Se,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,TDS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,TKN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,TN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,TP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,TSP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_90c1ad0a7f83e0b230a6,2011,MT,2,TSS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,ICP,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,NH4,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,NO2,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,NO3,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,NOx,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,NPOC,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,OP,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,Se,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,TDS,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,TKN,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,TN,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,TP,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,TSP,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_912d046edf542edb9c36,2022,MT,2,TSS,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,ICP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,NH4,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,NO2,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,NO3,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,NOx,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,NPOC,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,OP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,Se,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,TDS,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,TKN,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,TN,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,TP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,TSP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_915ee54b710bdb591c91,2018,ST,2,TSS,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,ICP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,NH4,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,NO2,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,NO3,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,NOx,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,NPOC,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,OP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,Se,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,TDS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,TKN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,TN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,TP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,TSP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_91e7db994d29b3cdcef3,2013,CT,1,TSS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_92db572b305f7a8a1fcf,2014,ST,2,ICP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_92db572b305f7a8a1fcf,2014,ST,2,NH4,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_92db572b305f7a8a1fcf,2014,ST,2,NO2,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_92db572b305f7a8a1fcf,2014,ST,2,NO3,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_92db572b305f7a8a1fcf,2014,ST,2,NOx,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14.0,median,median
PE_92db572b305f7a8a1fcf,2014,ST,2,NPOC,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14.0,median,median
