PhysicalEventID,Year,Irrigation,Rep,Treatment,Analyte,Concentration_mg_L,ConcentrationObservationIDs,Volume_L,VolumeObservationIDs,Load_kg,ObservedEventLoadComplete
PE_68f1adf13e8ebbd5338b,2025,7,2,ST,OP,NA,NA,31751.450000000004,VO_9c60d748e5db0b197556;VO_c808933db50a81bc01a5,NA,FALSE
PE_68f1adf13e8ebbd5338b,2025,7,2,ST,Se,NA,NA,31751.450000000004,VO_9c60d748e5db0b197556;VO_c808933db50a81bc01a5,NA,FALSE
PE_68f1adf13e8ebbd5338b,2025,7,2,ST,TDS,NA,NA,31751.450000000004,VO_9c60d748e5db0b197556;VO_c808933db50a81bc01a5,NA,FALSE
PE_68f1adf13e8ebbd5338b,2025,7,2,ST,TKN,NA,NA,31751.450000000004,VO_9c60d748e5db0b197556;VO_c808933db50a81bc01a5,NA,FALSE
PE_68f1adf13e8ebbd5338b,2025,7,2,ST,TN,NA,NA,31751.450000000004,VO_9c60d748e5db0b197556;VO_c808933db50a81bc01a5,NA,FALSE
PE_68f1adf13e8ebbd5338b,2025,7,2,ST,TP,NA,NA,31751.450000000004,VO_9c60d748e5db0b197556;VO_c808933db50a81bc01a5,NA,FALSE
PE_68f1adf13e8ebbd5338b,2025,7,2,ST,TSS,NA,NA,31751.450000000004,VO_9c60d748e5db0b197556;VO_c808933db50a81bc01a5,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,NH4,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,NO2,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,NO3,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,OP,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,Se,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,TDS,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,TKN,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,TN,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,TP,NA,NA,25931,VO_3d01ee3247b2ede88459,NA,FALSE
PE_6975f3c079d281a511a0,2012,10,1,ST,TSS,677.04,CO_61795ffc0fd067b32bbb,25931,VO_3d01ee3247b2ede88459,17.55632424,TRUE
PE_69bf4666a40285ef26b8,2025,1,1,ST,NH4,NA,NA,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,NA,FALSE
PE_69bf4666a40285ef26b8,2025,1,1,ST,NO2,0.8865000000000001,CO_01375f53651cff383d9a;CO_724229f1cb241cfc94f8;CO_92bb5890f307a70d5d6e;CO_e40fb14ef1261bc085b4,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,0.0389786115825,TRUE
PE_69bf4666a40285ef26b8,2025,1,1,ST,NO3,0.1975,CO_1db01826cf7faf93bbef;CO_58aec6ba5dcbd401f7e5;CO_6da233543753c62bf28d;CO_a165b612de1a4c89acb9,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,0.0086838982375,TRUE
PE_69bf4666a40285ef26b8,2025,1,1,ST,OP,0.42300000000000004,CO_4d0198f4905a08812518;CO_828bb918957379a792e0;CO_b1e92fe0fa7edab2161f;CO_fb335e8fd0f8aed3eb6f,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,0.018598931415,TRUE
PE_69bf4666a40285ef26b8,2025,1,1,ST,Se,NA,NA,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,NA,FALSE
PE_69bf4666a40285ef26b8,2025,1,1,ST,TDS,623,CO_1d1242baeb229ea6f7e6;CO_6b1c2fe8b35b978d97ad;CO_bfc0723645e5ef55c2a4;CO_f18eed4de944354702c3,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,27.392752415,TRUE
PE_69bf4666a40285ef26b8,2025,1,1,ST,TKN,1.15,CO_878993918fc2c41684ca;CO_a138ab3bd14d1133a8df;CO_a778f7d3184ddb36132d;CO_b45048bf83d0e17f9499,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,0.05056447074999999,TRUE
PE_69bf4666a40285ef26b8,2025,1,1,ST,TN,NA,NA,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,NA,FALSE
PE_69bf4666a40285ef26b8,2025,1,1,ST,TP,2.35,CO_7b9b55714e6c4def992b;CO_88100ba34db736c9adec;CO_bef7b4d1c3d67bc9afe7;CO_e22e9c22f92b827381bb,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,0.10332739675,TRUE
PE_69bf4666a40285ef26b8,2025,1,1,ST,TSS,1321.667,CO_31575c35c2d6249fcd79;CO_3eafdb7ea7bfd5a976de;CO_8a7307473a7843dc8011;CO_db2a50cb2d26bdb919df,43969.104999999996,VO_16d7e6a06ebd77403359;VO_5bd0b6506be55b01c860,58.11251509803499,TRUE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,NH4,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,NO2,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,NO3,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,OP,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,Se,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,TDS,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,TKN,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,TN,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,TP,NA,NA,NA,NA,NA,FALSE
PE_69e7705e30f4fa9b6143,2012,6,1,MT,TSS,559.02,CO_25b7e4ec4db2551140a1,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,NH4,NA,NA,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,NO2,NA,NA,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,NO3,8.2,CO_472c3c13b550b7064153;CO_b0ff7bdc481ed43adf51,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,OP,0,CO_5088c1bc42f5cc6a32cd;CO_8952115444bab6de66aa,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,Se,0.00645,CO_9362505169455973f930;CO_9642ba8bc42691bc4402,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,TDS,NA,NA,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,TKN,1.25,CO_5d38d5f6a62353b6afff;CO_756a6524cdb2d4eaad13,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,TN,NA,NA,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,TP,0.19,CO_d4a66133ca14d9c93ec5;CO_e6c3b6f798b0e8d63406,NA,NA,NA,FALSE
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,TSS,285,CO_73fdedb8f28f6b528d98;CO_ed242cb2f4a6bbba5766,NA,NA,NA,FALSE
PE_6c101e1953c53808bd4e,2012,5,2,ST,NH4,NA,NA,24920,VO_46b0deb58f1724e65965,NA,FALSE
PE_6c101e1953c53808bd4e,2012,5,2,ST,NO2,NA,NA,24920,VO_46b0deb58f1724e65965,NA,FALSE
PE_6c101e1953c53808bd4e,2012,5,2,ST,NO3,7.567,CO_55c5de31ec754ba40fb1,24920,VO_46b0deb58f1724e65965,0.18856964,TRUE
PE_6c101e1953c53808bd4e,2012,5,2,ST,OP,0.152,CO_108c995b953c8a355611,24920,VO_46b0deb58f1724e65965,0.00378784,TRUE
PE_6c101e1953c53808bd4e,2012,5,2,ST,Se,NA,NA,24920,VO_46b0deb58f1724e65965,NA,FALSE
PE_6c101e1953c53808bd4e,2012,5,2,ST,TDS,NA,NA,24920,VO_46b0deb58f1724e65965,NA,FALSE
PE_6c101e1953c53808bd4e,2012,5,2,ST,TKN,NA,NA,24920,VO_46b0deb58f1724e65965,NA,FALSE
PE_6c101e1953c53808bd4e,2012,5,2,ST,TN,3.297,CO_c525ed5e2d690bd80998,24920,VO_46b0deb58f1724e65965,0.08216124000000001,TRUE
PE_6c101e1953c53808bd4e,2012,5,2,ST,TP,4.813,CO_74e9f3d8efbda803994e,24920,VO_46b0deb58f1724e65965,0.11993996,TRUE
PE_6c101e1953c53808bd4e,2012,5,2,ST,TSS,508.44,CO_9cf8a5a3d7cf6107b3c4,24920,VO_46b0deb58f1724e65965,12.670324800000001,TRUE
PE_6c6adaeedad01937f242,2013,7,1,MT,NH4,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,NO2,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,NO3,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,OP,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,Se,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,TDS,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,TKN,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,TN,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,TP,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c6adaeedad01937f242,2013,7,1,MT,TSS,NA,NA,41842,VO_ad0a6ca20eaad6a95609,NA,FALSE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,NH4,NA,NA,63350.09,VO_1a06bdb834c994670997,NA,FALSE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,NO2,0.8674999999999999,CO_9e41f0b66ee4706ad9f3;CO_ac8dcfb205e77852daac;CO_cde2e7e0392f5cfb5b23;CO_f496efaac08d87439734,63350.09,VO_1a06bdb834c994670997,0.05495620307499999,TRUE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,NO3,0.1855,CO_479de61e68a1f232b164;CO_67d9df3bfae39fd24f91;CO_e084d7507dab6604894c;CO_f2069c4f9c32f3760232,63350.09,VO_1a06bdb834c994670997,0.011751441695,TRUE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,OP,0.1425,CO_3837e1aa083f578c9179;CO_38879b6376fbabdc8fbf;CO_759b87b87ba0c0c701d1;CO_8590ac06255549344489,63350.09,VO_1a06bdb834c994670997,0.009027387824999998,TRUE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,Se,NA,NA,63350.09,VO_1a06bdb834c994670997,NA,FALSE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,TDS,632,CO_1172067564c5dbede68e;CO_5428ec76b254b01192cb;CO_9fec1108f1ecb4f3e186;CO_d6125e17c695efcd185a,63350.09,VO_1a06bdb834c994670997,40.037256879999994,TRUE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,TKN,0.6,CO_3c4dcf6dfc899bd68a7f;CO_9347c0c9a9a77d1df666;CO_94acb90928ab3cde68a1;CO_b8a137cb2c0a7f90827d,63350.09,VO_1a06bdb834c994670997,0.038010053999999995,TRUE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,TN,NA,NA,63350.09,VO_1a06bdb834c994670997,NA,FALSE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,TP,12.200000000000001,CO_6589ed9b9dd4caa59d93;CO_aae9ee5b6b7b41c2528d;CO_b906e4061c4a678dd89a;CO_e2b79c6b00bc97ebb7a3,63350.09,VO_1a06bdb834c994670997,0.772871098,TRUE
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,TSS,8455,CO_071c3f4dcc4b4b2c6218;CO_3573b846517b985c4249;CO_5b6be5b2da6e7c5a3971;CO_66e4b26a83b164bdc86c,63350.09,VO_1a06bdb834c994670997,535.6250109499999,TRUE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,NH4,NA,NA,23353.45,VO_44aabb9344001d1d5486,NA,FALSE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,NO2,NA,NA,23353.45,VO_44aabb9344001d1d5486,NA,FALSE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,NO3,9.4,CO_1a5b585a87b434cd9caa,23353.45,VO_44aabb9344001d1d5486,0.21952243000000002,TRUE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,OP,0,CO_9cfd3c755be26b4e1645,23353.45,VO_44aabb9344001d1d5486,0,TRUE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,Se,NA,NA,23353.45,VO_44aabb9344001d1d5486,NA,FALSE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,TDS,NA,NA,23353.45,VO_44aabb9344001d1d5486,NA,FALSE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,TKN,1.9,CO_00b8f2fdf1fbd1d01c27;CO_050fac337331bbe89445,23353.45,VO_44aabb9344001d1d5486,0.044371555,TRUE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,TN,NA,NA,23353.45,VO_44aabb9344001d1d5486,NA,FALSE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,TP,0.185,CO_1326c6c44cc5e89cc510;CO_ae600959378c54c51d1b,23353.45,VO_44aabb9344001d1d5486,0.00432038825,TRUE
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,TSS,486.6665,CO_4b7f5b88161e7959dd32;CO_ad2cba0c116e88519fd7,23353.45,VO_44aabb9344001d1d5486,11.365341774425,TRUE
PE_6d151a783a1487f12ad3,2018,5,1,MT,NH4,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,NO2,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,NO3,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,OP,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,Se,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,TDS,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,TKN,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,TN,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,TP,NA,NA,NA,NA,NA,FALSE
PE_6d151a783a1487f12ad3,2018,5,1,MT,TSS,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,NH4,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,NO2,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,NO3,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,OP,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,Se,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,TDS,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,TKN,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,TN,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,TP,NA,NA,NA,NA,NA,FALSE
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,TSS,NA,NA,NA,NA,NA,FALSE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,NH4,NA,NA,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,NA,FALSE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,NO2,0.7785,CO_01df2f8f80a112a3a266;CO_0cf9e335a07c2901979b;CO_56280f252f312e642177;CO_845548b9529063b54598,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,0.036747609457500004,TRUE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,NO3,0.16199999999999998,CO_604bdba4ae56af689c9c;CO_971787b181dd876b7154;CO_c4f9fcfbf89fa5e15054;CO_f035af22c045803b21d3,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,0.007646901389999999,TRUE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,OP,0,CO_61ab550f4c85a975cd46;CO_9989a37538faecc495bb;CO_b0ab628c9e14621846c5;CO_f296867839c8befafed3,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,0,TRUE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,Se,NA,NA,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,NA,FALSE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,TDS,658,CO_1e117b396c77c6bc7008;CO_1f1fe0850060c9934666;CO_9f655dae6190e1ed1a56;CO_cc1d9e8100fc3b30fe52,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,31.05963651,TRUE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,TKN,0,CO_3e0cbdb59cf8a8edaf26;CO_7bd3edcdad6b99d33193;CO_8af1f2584822ac9fb9d1;CO_f8feb05f30d18136c183,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,0,TRUE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,TN,NA,NA,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,NA,FALSE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,TP,0.7124999999999999,CO_33f849de3622f07a54fd;CO_8f96a045c9a91a2d1923;CO_bf7f42e134799ab41887;CO_c49b0dece16c3a6b89be,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,0.03363220518749999,TRUE
PE_6db16cd7a8da79e5651d,2025,4,1,ST,TSS,533.333,CO_4a971434dbac1ad58e14;CO_6526cce1bce62bbbadf1;CO_a30f81a90be76c4a848e;CO_d2a7fe429fbbcabe5d5a,47203.095,VO_bb78585c5b2f96dd9d8d;VO_eafacea4ca9af5037663,25.174968265635,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,NH4,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,NO2,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,NO3,8.407,CO_3a1e191db60edbc07691,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,OP,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,Se,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,TDS,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,TKN,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,TN,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,TP,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dd6e0481282dc87af9e,2012,3,2,CT,TSS,NA,NA,0,VO_f2f8f5fe4d8a136f62e5,0,TRUE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,NH4,NA,NA,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,NA,FALSE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,NO2,0,CO_11bc0410d988326dfefa;CO_996379383479fea3d057;CO_e65de07206769a840236;CO_ec00669143d20646e949,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,0,TRUE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,NO3,8.754999999999999,CO_2b1e7392a9141ae5e007;CO_3464bd2812affb1c7eb1;CO_3957deaf962b0b30215d;CO_7385cae611099e13d376,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,0.5448174339499999,TRUE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,OP,0.33299999999999996,CO_000f21ac06aceb9cdd05;CO_3bd625f07792e885b5a4;CO_5e968ce47ce4a17e3823;CO_be4b2f45069c180ef309,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,0.02072235357,TRUE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,Se,NA,NA,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,NA,FALSE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,TDS,1280,CO_5a40fb3433404c380aa5;CO_63e450258ed555a36df3;CO_793997932b884441d788;CO_c90ea5723f9256e39229,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,79.6534912,TRUE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,TKN,1.1,CO_6a0a323dee59cd417b50;CO_89c1baf80810ed35b8cc;CO_d81c15506dffe8152eec;CO_ef98552e86cf708b5dd4,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,0.06845221900000001,TRUE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,TN,NA,NA,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,NA,FALSE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,TP,0.71,CO_0985b889a1fe4f4e1fb9;CO_3d1e557b540ac045b3b3;CO_ce8457d59078a699acb7;CO_d54123de468bd42ea00d,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,0.044182795899999995,TRUE
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,TSS,1363.333,CO_0e64c52973bd1e8881b8;CO_b1b98760b142f4d8bc67;CO_f0287d8670e5671e70d1;CO_fa3a46cee7a18cde4d1e,62229.29,VO_8198b162bfddf9608d5f;VO_87d65d7bc8465d8ee1c6,84.83924462357001,TRUE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,NH4,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,NO2,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,NO3,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,OP,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,Se,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,TDS,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,TKN,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,TN,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,TP,NA,NA,NA,NA,NA,FALSE
PE_6ec08e8e72986c7e7417,2020,2,2,MT,TSS,NA,NA,NA,NA,NA,FALSE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,NH4,NA,NA,13690.21,VO_9f7c04510ddca3da8d35,NA,FALSE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,NO2,NA,NA,13690.21,VO_9f7c04510ddca3da8d35,NA,FALSE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,NO3,8,CO_1d14f0f98b10889eead8;CO_66132b1c601d1f2c6696,13690.21,VO_9f7c04510ddca3da8d35,0.10952168,TRUE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,OP,0.575,CO_200dd69b70a88134b3a9;CO_9869a8a3a11a33284dc2,13690.21,VO_9f7c04510ddca3da8d35,0.00787187075,TRUE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,Se,0.0086,CO_4196d918f2ba6d0dff68;CO_7804641b0093a8d0753c,13690.21,VO_9f7c04510ddca3da8d35,1.17735806e-4,TRUE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,TDS,NA,NA,13690.21,VO_9f7c04510ddca3da8d35,NA,FALSE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,TKN,5.050000000000001,CO_460143e6473f0614a14d;CO_52c5a260883bb90127ee,13690.21,VO_9f7c04510ddca3da8d35,0.06913556050000001,TRUE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,TN,NA,NA,13690.21,VO_9f7c04510ddca3da8d35,NA,FALSE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,TP,2.1500000000000004,CO_6c77b607e17df16d31c4;CO_c5080dbc42e822a31c72,13690.21,VO_9f7c04510ddca3da8d35,0.029433951500000003,TRUE
PE_6ee044c77bdf30366b5d,2021,1,2,ST,TSS,1901.6665,CO_0a5c5a711f8120a7cc1a;CO_5896935fd3cb0b313ee1,13690.21,VO_9f7c04510ddca3da8d35,26.034213734965,TRUE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,NH4,NA,NA,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,NO2,0.166,CO_0810d383f0c33cf47ae1,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,NO3,1.37,CO_e1408471f3ddf0f654c0,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,OP,0.074,CO_7c3d90003d7d645be0b5,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,Se,NA,NA,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,TDS,180,CO_641db3bce85876ca99c6,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,TKN,37,CO_02eb0fab1eaae6e083cf,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,TN,NA,NA,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,TP,0.474,CO_6793f9e266ce6ebd9638,NA,NA,NA,FALSE
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,TSS,1883.333,CO_9d80a28849f5775dd1ab,NA,NA,NA,FALSE
PE_7024c3ae50e63fc3a67a,2025,S1,2,ST,NH4,NA,NA,87.42,VO_f9bc808910de69a2b64b,NA,FALSE
