_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,EventVolumeID,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
7607,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-LC,False,TRUE,False,,False,67358.12,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,NitrateNitrite,,,,95862.56,False,0.03,0.2,mg/L,EPA 300.0,0.03,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,0.2,0,,0.2,NOx,,,0.1635451590512377,-0.0207320088124243,1.5620572058763615,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-LC|MeasureMethod=Etape,,11.117793584697855,1.6283244480627532,0.30746943807774096,4.283557078351858,65316.137515353475,16248.90913460466,262543.75750355574,1.6283244480627532,0.30746943807774096,4.283557078351858,0.6982530088043551,,,,,1.6283244480627532,67358.12
7608,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-LC-D,False,TRUE,True,,False,67358.12,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,NitrateNitrite,,,,95862.56,False,0.03,0.2,mg/L,EPA 300.0,0.03,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,0.2,0,,0.2,NOx,,,0.1635451590512377,-0.0207320088124243,1.5620572058763615,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-LC-D|MeasureMethod=Etape,,11.117793584697855,1.6256926704299905,0.3061602508405299,4.278266579551197,67064.14168367624,16683.78595227718,269569.92778512434,1.6256926704299905,0.3061602508405299,4.278266579551197,0.6982530088043551,,,,,1.6256926704299905,67358.12
7609,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-ISC,False,TRUE,False,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"NA for outflow because we believe the data is an overestimation due to build up of sediment around bubbler tubing, last irrigation event before switching to bubbler tubing on a copper tube in stilling well",NitrateNitrite,,,,95862.56,False,0.03,0.2,mg/L,EPA 300.0,0.03,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,0.2,0,,0.2,NOx,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-ISC|MeasureMethod=Bubbler,,,1.6328080214316718,0.30969980775586853,4.292570126884403,54271.15782399459,13501.086385392065,218148.03495650005,1.6328080214316718,0.30969980775586853,4.292570126884403,0.6982530088043551,54271.15782399459,13501.086385392065,218148.03495650005,1.3911671276146818,1.6328080214316718,54271.15782399459
7610,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-ISC-D,False,TRUE,True,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"NA for outflow because we believe the data is an overestimation due to build up of sediment around bubbler tubing, last irrigation event before switching to bubbler tubing on a copper tube in stilling well",NitrateNitrite,,,,95862.56,False,0.03,0.2,mg/L,EPA 300.0,0.03,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,0.2,0,,0.2,NOx,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-ISC-D|MeasureMethod=Bubbler,,,1.6642307411826591,0.3253311525717566,4.3557372649764154,55917.45199866189,13910.659305529362,224765.37798942067,1.6642307411826591,0.3253311525717566,4.3557372649764154,0.6982530088043551,55917.45199866189,13910.659305529362,224765.37798942067,1.3911671276146818,1.6642307411826591,55917.45199866189
7619,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-LC,False,TRUE,False,,False,58942.28,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,NitrateNitrite,,,,98436.15,False,0.03,0.2,mg/L,EPA 300.0,0.03,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,0.2,0,,0.2,NOx,,,0.1635451590512377,-0.0207320088124243,1.182347401014207,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-LC|MeasureMethod=Etape,,10.984330904556662,1.3798267899682584,0.1838533854127367,3.78401770019527,58586.585852895005,14574.699161672626,235494.06462758576,1.3798267899682584,0.1838533854127367,3.78401770019527,0.6982530088043551,,,,,1.3798267899682584,58942.28
7620,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-LC-D,False,TRUE,True,,False,58942.28,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,NitrateNitrite,,,,98436.15,False,0.03,0.2,mg/L,EPA 300.0,0.03,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,0.2,0,,0.2,NOx,,,0.1635451590512377,-0.0207320088124243,1.182347401014207,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-LC-D|MeasureMethod=Etape,,10.984330904556662,1.2989350246971236,0.1436134862016169,3.6214060183331993,56659.04615159595,14095.156637444737,227746.24433559758,1.2989350246971236,0.1436134862016169,3.6214060183331993,0.6982530088043551,,,,,1.2989350246971236,58942.28
7621,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-ISC,False,TRUE,False,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,NitrateNitrite,,,,98436.15,False,0.03,0.2,mg/L,EPA 300.0,0.03,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,0.2,0,,0.2,NOx,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-ISC|MeasureMethod=Bubbler,,,1.805122480156435,0.39541825423137633,4.6389631601983226,56143.35145558038,13966.859650310531,225673.38958320656,1.805122480156435,0.39541825423137633,4.6389631601983226,0.6982530088043551,56143.35145558038,13966.859650310531,225673.38958320656,1.3911671276146818,1.805122480156435,56143.35145558038
7622,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-ISC-D,False,TRUE,True,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,NitrateNitrite,,,,98436.15,False,0.03,0.2,mg/L,EPA 300.0,0.03,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,0.2,0,,0.2,NOx,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-ISC-D|MeasureMethod=Bubbler,,,1.7899673959106215,0.3878793031336536,4.608497837433849,58239.40680952563,14488.326302683436,234098.56505091948,1.7899673959106215,0.3878793031336536,4.608497837433849,0.6982530088043551,58239.40680952563,14488.326302683436,234098.56505091948,1.3911671276146818,1.7899673959106215,58239.40680952563
8718,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-LC,False,TRUE,False,,False,67358.12,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalN,,,,95862.56,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,,0,,,TN,,,0.1635451590512377,-0.0207320088124243,1.5620572058763615,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-LC|MeasureMethod=Etape,,11.117793584697855,2.920057008205509,0.9500464402440454,6.880246660001587,65316.137515353475,16248.90913460466,262543.75750355574,2.920057008205509,0.9500464402440454,6.880246660001587,0.6982530088043551,,,,,2.920057008205509,67358.12
8719,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-LC-D,False,TRUE,True,,False,67358.12,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalN,,,,95862.56,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,,0,,,TN,,,0.1635451590512377,-0.0207320088124243,1.5620572058763615,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-LC-D|MeasureMethod=Etape,,11.117793584697855,2.9108897546891246,0.9454861570519846,6.861818300732155,67064.14168367624,16683.78595227718,269569.92778512434,2.9108897546891246,0.9454861570519846,6.861818300732155,0.6982530088043551,,,,,2.9108897546891246,67358.12
8720,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-ISC,False,TRUE,False,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"NA for outflow because we believe the data is an overestimation due to build up of sediment around bubbler tubing, last irrigation event before switching to bubbler tubing on a copper tube in stilling well",TotalN,,,,95862.56,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,,0,,,TN,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-ISC|MeasureMethod=Bubbler,,,2.651344483420927,0.8163744295288144,6.340070593301061,54271.15782399459,13501.086385392065,218148.03495650005,2.651344483420927,0.8163744295288144,6.340070593301061,0.6982530088043551,54271.15782399459,13501.086385392065,218148.03495650005,1.3911671276146818,2.651344483420927,54271.15782399459
8721,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-ISC-D,False,TRUE,True,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"NA for outflow because we believe the data is an overestimation due to build up of sediment around bubbler tubing, last irrigation event before switching to bubbler tubing on a copper tube in stilling well",TotalN,,,,95862.56,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,,0,,,TN,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-ISC-D|MeasureMethod=Bubbler,,,2.56990111341647,0.7758601325616454,6.176350054769737,55917.45199866189,13910.659305529362,224765.37798942067,2.56990111341647,0.7758601325616454,6.176350054769737,0.6982530088043551,55917.45199866189,13910.659305529362,224765.37798942067,1.3911671276146818,2.56990111341647,55917.45199866189
8730,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-LC,False,TRUE,False,,False,58942.28,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalN,,,,98436.15,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,,0,,,TN,,,0.1635451590512377,-0.0207320088124243,1.182347401014207,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-LC|MeasureMethod=Etape,,10.984330904556662,2.464487593612185,0.7234217984716924,5.96444381574874,58586.585852895005,14574.699161672626,235494.06462758576,2.464487593612185,0.7234217984716924,5.96444381574874,0.6982530088043551,,,,,2.464487593612185,58942.28
8731,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-LC-D,False,TRUE,True,,False,58942.28,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalN,,,,98436.15,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,,0,,,TN,,,0.1635451590512377,-0.0207320088124243,1.182347401014207,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-LC-D|MeasureMethod=Etape,,10.984330904556662,2.3695013049048077,0.6761705279472858,5.773498790519398,56659.04615159595,14095.156637444737,227746.24433559758,2.3695013049048077,0.6761705279472858,5.773498790519398,0.6982530088043551,,,,,2.3695013049048077,58942.28
8732,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-ISC,False,TRUE,False,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalN,,,,98436.15,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,,0,,,TN,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-ISC|MeasureMethod=Bubbler,,,3.1364165537653843,1.0576752733831314,7.315180790471839,56143.35145558038,13966.859650310531,225673.38958320656,3.1364165537653843,1.0576752733831314,7.315180790471839,0.6982530088043551,56143.35145558038,13966.859650310531,225673.38958320656,1.3911671276146818,3.1364165537653843,56143.35145558038
8733,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-ISC-D,False,TRUE,True,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalN,,,,98436.15,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,,0,,,TN,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-ISC-D|MeasureMethod=Bubbler,,,3.0288004984236316,1.0041412800781822,7.098846931322784,58239.40680952563,14488.326302683436,234098.56505091948,3.0288004984236316,1.0041412800781822,7.098846931322784,0.6982530088043551,58239.40680952563,14488.326302683436,234098.56505091948,1.3911671276146818,3.0288004984236316,58239.40680952563
9829,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-LC,False,TRUE,False,,False,67358.12,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,Ammonium(NH4),,,,95862.56,False,0.077,0.2,mg/L,EPA 350.1,0.077,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,0.2,0,,0.2,NH4,,,0.1635451590512377,-0.0207320088124243,1.5620572058763615,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-LC|MeasureMethod=Etape,,11.117793584697855,0.6202409215909188,0.0,2.257069497723839,65316.137515353475,16248.90913460466,262543.75750355574,0.6202409215909188,0.0,2.257069497723839,0.6982530088043551,,,,,0.6202409215909188,67358.12
9830,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-LC-D,False,TRUE,True,,False,67358.12,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,Ammonium(NH4),,,,95862.56,False,0.077,0.2,mg/L,EPA 350.1,0.077,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,0.2,0,,0.2,NH4,,,0.1635451590512377,-0.0207320088124243,1.5620572058763615,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-LC-D|MeasureMethod=Etape,,11.117793584697855,0.6629550205291368,0.0,2.342934992737892,67064.14168367624,16683.78595227718,269569.92778512434,0.6629550205291368,0.0,2.342934992737892,0.6982530088043551,,,,,0.6629550205291368,67358.12
9831,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-ISC,False,TRUE,False,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"NA for outflow because we believe the data is an overestimation due to build up of sediment around bubbler tubing, last irrigation event before switching to bubbler tubing on a copper tube in stilling well",Ammonium(NH4),,,,95862.56,False,0.077,0.2,mg/L,EPA 350.1,0.077,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,0.2,0,,0.2,NH4,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-ISC|MeasureMethod=Bubbler,,,0.6565627495476218,0.0,2.330085008172242,54271.15782399459,13501.086385392065,218148.03495650005,0.6565627495476218,0.0,2.330085008172242,0.6982530088043551,54271.15782399459,13501.086385392065,218148.03495650005,1.3911671276146818,0.6565627495476218,54271.15782399459
9832,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-ISC-D,False,TRUE,True,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"NA for outflow because we believe the data is an overestimation due to build up of sediment around bubbler tubing, last irrigation event before switching to bubbler tubing on a copper tube in stilling well",Ammonium(NH4),,,,95862.56,False,0.077,0.2,mg/L,EPA 350.1,0.077,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,0.2,0,,0.2,NH4,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-ISC-D|MeasureMethod=Bubbler,,,0.6620969862824317,0.0,2.3412101398868708,55917.45199866189,13910.659305529362,224765.37798942067,0.6620969862824317,0.0,2.3412101398868708,0.6982530088043551,55917.45199866189,13910.659305529362,224765.37798942067,1.3911671276146818,0.6620969862824317,55917.45199866189
9841,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-LC,False,TRUE,False,,False,58942.28,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,Ammonium(NH4),,,,98436.15,False,0.077,0.2,mg/L,EPA 350.1,0.077,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,0.2,0,,0.2,NH4,,,0.1635451590512377,-0.0207320088124243,1.182347401014207,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-LC|MeasureMethod=Etape,,10.984330904556662,0.4470820581246234,0.0,1.9089790101049893,58586.585852895005,14574.699161672626,235494.06462758576,0.4470820581246234,0.0,1.9089790101049893,0.6982530088043551,,,,,0.4470820581246234,58942.28
9842,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-LC-D,False,TRUE,True,,False,58942.28,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,Ammonium(NH4),,,,98436.15,False,0.077,0.2,mg/L,EPA 350.1,0.077,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,0.2,0,,0.2,NH4,,,0.1635451590512377,-0.0207320088124243,1.182347401014207,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-LC-D|MeasureMethod=Etape,,10.984330904556662,0.44163803208275487,0.0,1.8980352233326045,56659.04615159595,14095.156637444737,227746.24433559758,0.44163803208275487,0.0,1.8980352233326045,0.6982530088043551,,,,,0.44163803208275487,58942.28
9843,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-ISC,False,TRUE,False,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,Ammonium(NH4),,,,98436.15,False,0.077,0.2,mg/L,EPA 350.1,0.077,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,0.2,0,,0.2,NH4,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-ISC|MeasureMethod=Bubbler,,,0.7995795696746497,0.0,2.617582821793573,56143.35145558038,13966.859650310531,225673.38958320656,0.7995795696746497,0.0,2.617582821793573,0.6982530088043551,56143.35145558038,13966.859650310531,225673.38958320656,1.3911671276146818,0.7995795696746497,56143.35145558038
9844,2025-06-30,2025,1.0,2,MT,OUT,K-MT2-01-OT-ISC-D,False,TRUE,True,,False,,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,Ammonium(NH4),,,,98436.15,False,0.077,0.2,mg/L,EPA 350.1,0.077,0.2,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,53.66666666666666,0.3839733333333333,3,0,,0.2,0,,0.2,NH4,,,0.1635451590512377,-0.0207320088124243,,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=2|Treatment=MT|SampleID=K-MT2-01-OT-ISC-D|MeasureMethod=Bubbler,,,0.7955233487755229,0.0,2.609428853337077,58239.40680952563,14488.326302683436,234098.56505091948,0.7955233487755229,0.0,2.609428853337077,0.6982530088043551,58239.40680952563,14488.326302683436,234098.56505091948,1.3911671276146818,0.7955233487755229,58239.40680952563
10940,2025-06-30,2025,1.0,1,MT,OUT,K-MT1-01-OT-LC,False,TRUE,False,,False,67358.12,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TSP,,,,95862.56,False,,,,,,,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,winter wheat,1158.21875,80.27500000000009,51.0,0.34173,3,0,,,0,,,TSP,,,0.1635451590512377,-0.0207320088124243,1.5620572058763615,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,Date=2025-06-30T00:00:00|Year=2025|Irrigation=1.0|Rep=1|Treatment=MT|SampleID=K-MT1-01-OT-LC|MeasureMethod=Etape,,11.117793584697855,0.5397421155573587,0.0,2.0952477573633677,65316.137515353475,16248.90913460466,262543.75750355574,0.5397421155573587,0.0,2.0952477573633677,0.6982530088043551,,,,,0.5397421155573587,67358.12
