VolumeObservationID,PhysicalEventID,Volume,MeasureMethod,FlumeMethod,source_row_count,_confirmed_zero,ObservationDate,_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,FF,Composite,IrrMethod,Notes,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,EventDate,y_logV,event_weight
VO_5fbdd100fffff361e2fe,PE_44c3319c1ae4491d3b22,13258.86,Bubbler,10 V,28.0,False,2017-08-03,340,2017-08-03,2017,4,2,MT,OUT,True,FALSE,Siphon,,0.0,,,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,False,0.0,58.5,,2,0.75,1,,0.75,-0.3885840286996418,-0.6755596652306047,-0.8139994118873973,-0.8788182327858259,0.1726252446891151,,0.585,1,215,106,71,Siphon,2017-08-03,9.492496705614736,1.0
VO_d0191a57fcc2bf459532,PE_72973ed7fd2fafa39b49,1604.84,Bubbler,10 V,28.0,False,2017-08-21,348,2017-08-21,2017,5,1,MT,OUT,True,FALSE,Siphon,,0.0,,,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,False,0.0,56.5,,2,0.75,1,,0.75,-0.3885840286996418,-0.6755596652306047,-0.8139994118873973,-1.4046296706926855,0.6685495838321084,,0.565,1,233,124,53,Siphon,2017-08-21,7.381402263142671,1.0
VO_292e688f7d0e71e78ad1,PE_ae6e7b1bd3de16ea6d0f,1763.81,Bubbler,10 V,28.0,False,2017-08-22,354,2017-08-22,2017,5,2,MT,OUT,True,FALSE,Siphon,,0.0,,,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,False,0.0,58.5,,2,0.75,1,,0.75,-0.3885840286996418,-0.6755596652306047,-0.8139994118873973,-1.3974571890696874,0.6685495838321084,,0.585,1,234,125,52,Siphon,2017-08-22,7.475798314847645,1.0
VO_a7c72983b2bf77678381,PE_fa68bde0c7a186695c73,4307.33,Bubbler,10 V,28.0,False,2017-09-06,361,2017-09-06,2017,6,1,MT,OUT,True,FALSE,Siphon,,0.11,,,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,False,0.0,56.5,,2,0.75,0,0.11,0.75,0.9107156679506602,-0.6755596652306047,-0.8139994118873973,-1.2826974831017164,1.1644739229751015,,0.565,1,249,140,37,Siphon,2017-09-06,8.36830563701383,1.0
VO_32b9e8c4049152e82b8f,PE_0d069e1b4f6cd76df6ac,741.86,Bubbler,10 V,28.0,False,2017-09-07,367,2017-09-07,2017,6,2,MT,OUT,True,FALSE,Siphon,,0.11,,,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,False,0.0,58.5,,2,0.75,0,0.11,0.75,0.9107156679506602,-0.6755596652306047,-0.8139994118873973,-1.4435659995032477,1.1644739229751015,,0.585,1,250,141,36,Siphon,2017-09-07,6.610507601660655,1.0
VO_156e4c18b4fcef925d1f,PE_55b3839d44d67304ba2d,5598.34,Ruler,10 V,28.0,False,2021-06-23,470,2021-06-23,2021,1,1,MT,OUT,False,TRUE,Siphon,LC samplers were not installed until 8/11/21,0.12,,75193.68,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,False,0.0,77.66666666666667,0.0655555553333333,3,0.75,0,0.12,0.75,1.0288338221915967,0.0586577773881986,-0.4371453957530912,-1.2244490997582749,-1.3151477727398646,-0.8436033973385142,0.7766666666666667,1,174,57,121,Siphon,2021-06-23,8.630404012634685,1.0
VO_b63f52543837ca1606ee,PE_f544dd1f1224ddc9abde,12528.72,Ruler,10 V,28.0,False,2021-06-24,476,2021-06-24,2021,1,2,MT,OUT,False,TRUE,Siphon,LC samplers were not installed until 8/11/21,0.041,,83456.54,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,False,0.0,82.66666666666667,0.047111111,3,0.75,0,0.041,0.75,0.095700403688198,0.0586577773881986,-0.4371453957530912,-0.911761025339238,-1.3151477727398646,-0.6044839858356796,0.8266666666666667,1,175,58,120,Siphon,2021-06-24,9.435858701271716,1.0
VO_92cbc47581f456c21bdf,PE_936c12cc5ae17810e93e,5667.8,Ruler,10 V,28.0,False,2021-07-08,482,2021-07-08,2021,2,1,MT,OUT,False,TRUE,Siphon,LC samplers were not installed until 8/11/21,0.0,,93540.89,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,False,0.0,77.66666666666667,0.0655555553333333,3,0.75,1,,0.75,-0.3885840286996418,0.0586577773881986,-0.4371453957530912,-1.2213151715105963,-0.8192234335968713,-0.3126523636868583,0.7766666666666667,1,189,72,106,Siphon,2021-07-08,8.642732734111208,1.0
VO_0ac0631cc0c2e11f50ed,PE_51b615c0027e4e29028e,10777.6,Ruler,10 V,28.0,False,2021-07-09,488,2021-07-09,2021,2,2,MT,OUT,False,TRUE,Siphon,LC samplers were not installed until 8/11/21,0.0,,104233.28,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,False,0.0,82.66666666666667,0.047111111,3,0.75,1,,0.75,-0.3885840286996418,0.0586577773881986,-0.4371453957530912,-0.9907688634197852,-0.8192234335968713,-0.0032246347456935,0.8266666666666667,1,190,73,105,Siphon,2021-07-09,9.285317965899262,1.0
VO_cf64f33e898106fa5359,PE_3b0275b6f31aa3c48b11,1388.06,Ruler,10 V,28.0,False,2021-07-29,494,2021-07-29,2021,3,1,MT,OUT,False,TRUE,Siphon,LC samplers were not installed until 8/11/21,0.0,,61418.81,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,False,0.0,77.66666666666667,0.0655555553333333,3,0.75,1,,0.75,-0.3885840286996418,0.0586577773881986,-0.4371453957530912,-1.4144104505016657,-0.3232990944538781,-1.2422352037503437,0.7766666666666667,1,210,93,85,Siphon,2021-07-29,7.236382538365676,1.0
VO_fbd120ba7133835f51f0,PE_e31452c7a0ebfbfaf3f2,26824.27,Etape,10 V,28.0,False,2021-08-26,533,2021-08-26,2021,5,2,MT,OUT,False,TRUE,Siphon,,0.0,,86027.4,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,False,0.0,82.66666666666667,0.047111111,3,0.75,1,,0.75,-0.3885840286996418,0.0586577773881986,-0.4371453957530912,-0.2667678211771197,0.6685495838321084,-0.530085710873236,0.8266666666666667,1,238,121,57,Siphon,2021-08-26,10.197099632685896,1.0
VO_419dfaaf27a1a8d6d0f4,PE_248493668060338e72e6,49629.58,Ruler,60 V Trap,84.0,False,2023-07-17,704,2023-07-17,2023,1,1,MT,OUT,False,TRUE,Gated Pipe,,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1027.9425,73.62875000000008,2022-10-24,False,0.0,17.666666666666668,0.0679999999999999,3,0.05,1,,0.05,-0.3885840286996418,-0.5879228088277952,-0.1795439646234382,0.7621726511244284,-1.3151477727398646,,0.1766666666666666,1,198,76,53,Gated Pipe,2023-07-17,10.812362454993151,1.0
VO_302d70534abca47e2e8b,PE_bf74455b1a7c48461768,37255.19,Ruler,60 V Trap,56.0,False,2023-07-17,718,2023-07-17,2023,1,2,MT,OUT,False,TRUE,Gated Pipe,,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1027.9425,73.62875000000008,2022-10-24,False,0.0,26.0,0.1623333333333333,3,0.05,1,,0.05,-0.3885840286996418,-0.5879228088277952,-0.1795439646234382,0.2038592280206183,-1.3151477727398646,,0.26,1,198,76,53,Gated Pipe,2023-07-17,10.525573384498898,1.0
VO_70f32036d50f8ddbfe6f,PE_a5dd6f772a1d2e7d821c,65263.5,Ruler,60 V Trap,84.0,False,2023-08-16,742,2023-08-16,2023,2,1,MT,OUT,False,TRUE,Gated Pipe,,0.0,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1027.9425,73.62875000000008,2022-10-24,False,0.0,17.666666666666668,0.0679999999999999,3,0.05,1,,0.05,-0.3885840286996418,-0.5879228088277952,-0.1795439646234382,1.467551048906551,-0.8192234335968713,,0.1766666666666666,1,228,106,23,Gated Pipe,2023-08-16,11.086203522719462,1.0
VO_5ffde2f92156ea56cd1b,PE_9d88eac30a91208d302b,59257.88,Ruler,60 V Trap,56.0,False,2023-08-16,756,2023-08-16,2023,2,2,MT,OUT,False,TRUE,Gated Pipe,,0.0,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1027.9425,73.62875000000008,2022-10-24,False,0.0,26.0,0.1623333333333333,3,0.05,1,,0.05,-0.3885840286996418,-0.5879228088277952,-0.1795439646234382,1.1965867217711763,-0.8192234335968713,,0.26,1,228,106,23,Gated Pipe,2023-08-16,10.989670921185201,1.0
VO_da638cf36a9afc9fa62c,PE_b6fd60d10e559978199b,53461.96,Ruler,60 V Trap,70.0,False,2023-08-23,768,2023-08-23,2023,3,1,MT,OUT,False,TRUE,Gated Pipe,,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1027.9425,73.62875000000008,2022-10-24,False,0.0,17.666666666666668,0.0679999999999999,3,0.05,1,,0.05,-0.3885840286996418,-0.5879228088277952,-0.1795439646234382,0.9350837357463436,-0.3232990944538781,,0.1766666666666666,1,235,113,16,Gated Pipe,2023-08-23,10.886744356659944,1.0
VO_5877339f88b013f5ba6b,PE_acc7ee117e759ece44f9,45232.25,Ruler,60 V Trap,70.0,False,2023-08-23,781,2023-08-23,2023,3,2,MT,OUT,False,TRUE,Gated Pipe,,0.0,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-05-02,2023-09-08,2023,silage corn,2022-10-24,grain corn,1027.9425,73.62875000000008,2022-10-24,False,0.0,26.0,0.1623333333333333,3,0.05,1,,0.05,-0.3885840286996418,-0.5879228088277952,-0.1795439646234382,0.5637718923947392,-0.3232990944538781,,0.26,1,235,113,16,Gated Pipe,2023-08-23,10.719587714853965,1.0
VO_725233a8edac8209f0d5,PE_8d90127b55de039c6ab7,30921.63,Ruler,60 V Trap,70.0,False,2023-09-20,794,2023-09-20,2023,4,1,MT,OUT,False,TRUE,Gated Pipe,,0.0,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0.05,1,,0.05,-0.3885840286996418,-1.0916622196470884,-0.1252464005872664,-0.0819012469630672,0.1726252446891151,,0.1766666666666666,1,263,7,317,Gated Pipe,2023-09-20,10.339243557298861,1.0
VO_0871687e0e442d483f70,PE_23621b170748f0fc60c2,14914.65,Ruler,60 V Trap,56.0,False,2023-09-20,808,2023-09-20,2023,4,2,MT,OUT,False,TRUE,Gated Pipe,,0.0,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0.05,1,,0.05,-0.3885840286996418,-1.0916622196470884,-0.1252464005872664,-0.8041115375191457,0.1726252446891151,,0.26,1,263,7,317,Gated Pipe,2023-09-20,9.610166276287556,1.0
VO_69a7ade82cd31ec915dc,PE_c4acde3ff39ca34f7f1d,36706.6,Ruler,60 V Trap,56.0,False,2023-09-26,820,2023-09-26,2023,5,1,MT,OUT,False,TRUE,Gated Pipe,"Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",0.0,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,17.666666666666668,0.0679999999999999,3,0.05,1,,0.05,-0.3885840286996418,-1.0916622196470884,-0.1252464005872664,0.1791076919222311,0.6685495838321084,,0.1766666666666666,1,269,13,311,Gated Pipe,2023-09-26,10.510739097072298,1.0
VO_780983c9fc74e928a6cb,PE_7751232195de561530b0,68568.81,Ruler,60 V Trap,56.0,False,2023-09-26,832,2023-09-26,2023,5,2,MT,OUT,False,TRUE,Gated Pipe,"Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",0.0,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,26.0,0.1623333333333333,3,0.05,1,,0.05,-0.3885840286996418,-1.0916622196470884,-0.1252464005872664,1.6166815466942608,0.6685495838321084,,0.26,1,269,13,311,Gated Pipe,2023-09-26,11.135607629383511,1.0
VO_2e0d297b33ba9afb5b8c,PE_ba059ebbc29b11d1a3be,9815.09,Etape,60 V Trap,28.0,False,2024-05-15,857,2024-05-15,2024,1,2,MT,OUT,False,TRUE,Gated Pipe,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab,0.355,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,,,0,0.05,0,0.355,0.05,3.804610446853605,-1.0916622196470884,-0.1252464005872664,-1.034195832577186,-1.3151477727398646,,,1,136,245,79,Gated Pipe,2024-05-15,9.191778155052871,0.5
VO_b12bcb594c45ea11595e,PE_ba059ebbc29b11d1a3be,54522.86,Bubbler,60 V Trap,28.0,False,2024-05-15,857,2024-05-15,2024,1,2,MT,OUT,False,TRUE,Gated Pipe,Method: E300: Sample analyzed out of hold due to limited holding time after received in the lab,0.355,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,,,0,0.05,0,0.355,0.05,3.804610446853605,-1.0916622196470884,-0.1252464005872664,-1.034195832577186,-1.3151477727398646,,,1,136,245,79,Gated Pipe,2024-05-15,10.906393683010817,0.5
VO_1c2f2b7a1f1674230df8,PE_e582d3221277d02f35d9,57106.04,Etape,60 V Trap,28.0,False,2024-05-30,881,2024-05-30,2024,2,2,MT,OUT,False,TRUE,Gated Pipe,"Method E300: ""Sample run out of holding time due to very limited time remaining from expiration""",0.0,"H, MS, MSD",95709.78,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,,,0,0.05,1,,0.05,-0.3885840286996418,-1.0916622196470884,-0.1252464005872664,1.0994990143066712,-0.8192234335968713,-0.2498867231683958,,1,151,260,64,Gated Pipe,2024-05-30,10.952682680513561,1.0
VO_c1efd6f1a1602fec0125,PE_d0a561512025e1d2770d,78477.97,Bubbler,60 V Trap,28.0,False,2024-06-12,893,2024-06-12,2024,3,1,MT,OUT,False,TRUE,Gated Pipe,"Method E300: ""Sample run out of holding time due to very limited time"" AND Method: SM4500P E: ""Sample was analyzed outside of the holding time at the request of the client. Results should be considered estimated""",0.0,H,89469.23,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,,,0,0.05,1,,0.05,-0.3885840286996418,-1.0916622196470884,-0.1252464005872664,,-0.3232990944538781,-0.4304823817483566,,1,164,273,51,Gated Pipe,2024-06-12,11.270585969790224,1.0
VO_ec6e3cd07a00dfc29178,PE_c918bf0b868668efb5e3,62188.97,Etape,60 V Trap,28.0,False,2024-06-12,905,2024-06-12,2024,3,2,MT,OUT,False,TRUE,Gated Pipe,"Method E300: ""Sample run out of holding time due to very limited time"" AND Method: SM4500P E: ""Sample was analyzed outside of the holding time at the request of the client. Results should be considered estimated""",0.0,H,100068.64,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,,,0,0.05,1,,0.05,-0.3885840286996418,-1.0916622196470884,-0.1252464005872664,1.3288329893710622,-0.3232990944538781,-0.1237454067206713,,1,164,273,51,Gated Pipe,2024-06-12,11.037949011705152,1.0
VO_8f4d08196d1f1dfb6ee8,PE_7a793bda6ecab836d590,125801.11,Bubbler,60 V Trap,28.0,False,2024-06-20,917,2024-06-20,2024,4,1,MT,OUT,False,TRUE,Gated Pipe,,0.319,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,,,0,0.05,0,0.319,0.05,3.379385091586234,-1.0916622196470884,-0.1252464005872664,,0.1726252446891151,,,1,172,281,43,Gated Pipe,2024-06-20,11.742465395762826,1.0
VO_d8212d7c3da8ad31af56,PE_02b42436b7981ca07571,38338.45,Etape,60 V Trap,28.0,False,2024-06-20,929,2024-06-20,2024,4,2,MT,OUT,False,TRUE,Gated Pipe,,0.319,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,1072.48375,38.04124999999999,2023-09-08,False,0.0,,,0,0.05,0,0.319,0.05,3.379385091586234,-1.0916622196470884,-0.1252464005872664,0.2527342512509699,0.1726252446891151,,,1,172,281,43,Gated Pipe,2024-06-20,10.554234671165494,1.0
VO_2b0e33881d10b51deae3,PE_e6892c1c4df9f9956548,67358.12,Etape,60 V Trap,28.0,False,2025-06-30,941,2025-06-30,2025,1,1,MT,OUT,False,TRUE,Gated Pipe,,0.0,,95862.56,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,51.0,0.34173,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.5620570780766114,-1.3151477727398646,-0.2454654133931603,0.51,1,181,67,130,Gated Pipe,2025-06-30,11.117793584697855,1.0
VO_8da8db6cf09e2a6db97b,PE_c63b91d3075e6834f32e,58942.28,Etape,60 V Trap,28.0,False,2025-06-30,953,2025-06-30,2025,1,2,MT,OUT,False,TRUE,Gated Pipe,,0.0,,98436.15,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,53.66666666666666,0.3839733333333333,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.182347335722122,-1.3151477727398646,-0.1709881347935496,0.5366666666666666,1,181,67,130,Gated Pipe,2025-06-30,10.984330904556662,1.0
VO_0073e03af9330e24633e,PE_f2544036a8cdc2b562ca,42451.81,Etape,60 V Trap,28.0,False,2025-07-14,965,2025-07-14,2025,2,1,MT,OUT,False,TRUE,Gated Pipe,,0.0,,101767.55,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,51.0,0.34173,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,0.438322720828726,-0.8192234335968713,-0.074580546200672,0.51,1,195,81,116,Gated Pipe,2025-07-14,10.656148385072813,1.0
VO_1a06bdb834c994670997,PE_6c85627a623e6c9dfbb4,63350.09,Etape,60 V Trap,28.0,False,2025-07-14,977,2025-07-14,2025,2,2,MT,OUT,False,TRUE,Gated Pipe,,0.0,,87051.66,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,53.66666666666666,0.3839733333333333,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.381220935915037,-0.8192234335968713,-0.5004445880143354,0.5366666666666666,1,195,81,116,Gated Pipe,2025-07-14,11.056447391599685,1.0
VO_0487765be023d188ad2d,PE_a033c0958b5b88a75684,64818.28,Etape,60 V Trap,28.0,False,2025-07-31,989,2025-07-31,2025,3,1,MT,OUT,False,TRUE,Gated Pipe,"Nitrate, Nitrite, H flag.",0.0,H,92486.37,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,51.0,0.34173,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.447463408042292,-0.3232990944538781,-0.3431691825386808,0.51,1,212,98,99,Gated Pipe,2025-07-31,11.079358368951034,0.5
VO_76861ddd5788bbf7d2f2,PE_a033c0958b5b88a75684,40617.85,Bubbler,60 V Trap,28.0,False,2025-07-31,989,2025-07-31,2025,3,1,MT,OUT,False,TRUE,Gated Pipe,"Nitrate, Nitrite, H flag.",0.0,H,92486.37,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,51.0,0.34173,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.447463408042292,-0.3232990944538781,-0.3431691825386808,0.51,1,212,98,99,Gated Pipe,2025-07-31,10.611987523556847,0.5
VO_6a56bdeced5c3d33983b,PE_39c8810e26ab4ca7933c,69867.62,Etape,60 V Trap,28.0,False,2025-07-31,1001,2025-07-31,2025,3,2,MT,OUT,False,TRUE,Gated Pipe,"Nitrate, Nitrite, H flag.",0.0,H,90860.75,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,53.66666666666666,0.3839733333333333,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.6752818540275076,-0.3232990944538781,-0.3902130992608855,0.5366666666666666,1,212,98,99,Gated Pipe,2025-07-31,11.154371900385364,1.0
VO_7ad8664bb77fd279eace,PE_2314eec6a45e0be9e203,75021.46,Etape,60 V Trap,28.0,False,2025-08-11,1013,2025-08-11,2025,4,1,MT,OUT,False,TRUE,Gated Pipe,,0.0,,93182.2,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,51.0,0.34173,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.9078151791069131,0.1726252446891151,-0.3230325155606589,0.51,1,223,109,88,Gated Pipe,2025-08-11,11.225542814353922,0.5
VO_924f3508e2163248afa1,PE_2314eec6a45e0be9e203,35664.48,Bubbler,60 V Trap,28.0,False,2025-08-11,1013,2025-08-11,2025,4,1,MT,OUT,False,TRUE,Gated Pipe,,0.0,,93182.2,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,51.0,0.34173,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.9078151791069131,0.1726252446891151,-0.3230325155606589,0.51,1,223,109,88,Gated Pipe,2025-08-11,10.481938553194404,0.5
VO_c91a6a2d9e066709a366,PE_7d221972180d28e4f760,61276.42,Etape,60 V Trap,28.0,False,2025-08-11,1025,2025-08-11,2025,4,2,MT,OUT,False,TRUE,Gated Pipe,,0.0,,90517.24,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,1158.21875,85.7349999999999,2024-08-02,False,0.0,53.66666666666666,0.3839733333333333,3,0.05,1,,0.05,-0.3885840286996418,-0.4165594019509155,-0.0207320088124243,1.287660138486826,0.1726252446891151,-0.4001539561851632,0.5366666666666666,1,223,109,88,Gated Pipe,2025-08-11,11.02316670170049,1.0
