PhysicalEventID,Year,Treatment,Analyte,Concentration_mg_L,Volume_L,Load_kg,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_distinct_concentration_MeasureMethod,concentration_MeasureMethod_values,n_distinct_concentration_Lab,concentration_Lab_values,n_distinct_concentration_Duplicate,concentration_Duplicate_values,n_volume_prediction_rows,n_volume_observation_ids,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,n_distinct_volume_FlumeMethod,volume_FlumeMethod_values,n_volume_source_rows_before_copy_deduplication,central_estimate_type,concentration_resolution,volume_resolution
PE_8d6dc30659220b5df3ec,2014,ST,NOx,5.103758835331614,18821.13782108902,0.09605854844537709,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,NPOC,5.389587822201411,18821.13782108902,0.10143817520051578,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,OP,0.15004135659307316,18821.13782108902,0.0028239490513013938,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,Se,0.15706290262502273,18821.13782108902,0.002956102536885838,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,TDS,8.094197869742686,18821.13782108902,0.15234201365759226,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,TKN,3.7840661733309053,18821.13782108902,0.0712204309723819,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,TN,3.715553921237129,18821.13782108902,0.06993095243329175,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,TP,0.6663643283971588,18821.13782108902,0.01254173486382035,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,TSP,0.21462954421180463,18821.13782108902,0.004039572232087895,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8d6dc30659220b5df3ec,2014,ST,TSS,676.9903559585089,18821.13782108902,12.741728793043212,2,2,1,ISC,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Unable to verify if the Nitrate results originate from CDA lab. Unable to verify which lab the Ortho P and Total N results originate from",1,False,1,1,1,Transducer,1,7 V,28,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,ICP,0.17198408395068304,11530.463775434162,0.0019830562499445785,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,NH4,0.1815841367242508,11530.463775434162,0.002093749310692458,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,NO2,0.28191728086689766,11530.463775434162,0.003250636994704662,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,NO3,5.007440286097935,11530.463775434162,0.05773810882650191,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,NOx,2.6150482693967634,11530.463775434162,0.030152719341291177,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,NPOC,3.4281950993744372,11530.463775434162,0.03952867940845786,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,OP,0.17255024395581295,11530.463775434162,0.0019895843373748286,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,Se,0.18881688000465977,11530.463775434162,0.0021771461950842287,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,TDS,5.267233007077327,11530.463775434162,0.060733639384876276,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,TKN,0.44629385981758524,11530.463775434162,0.005145975183825359,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,TN,2.2466944900538093,11530.463775434162,0.025905429432032976,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,TP,0.40894487524250844,11530.463775434162,0.0047153240701331865,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,TSP,0.18274117427525247,11530.463775434162,0.0021070904902610998,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8daeda96228555e6a3fa,2015,MT,TSS,301.3279964097318,11530.463775434162,3.4744515471265673,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,10 V,14,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,ICP,0.181159938228346,16089.46327614635,0.0029147661732339143,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,NH4,0.18973393546496203,16089.46327614635,0.003052717186902228,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,NO2,0.41867922190249174,16089.46327614635,0.00673632396528567,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,NO3,3.7698738260954165,16089.46327614635,0.06065524648066754,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,NOx,3.5280441722926197,16089.46327614635,0.056764337146724256,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,NPOC,3.550750876956517,16089.46327614635,0.05712967583753633,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,OP,0.19492645269565337,16089.46327614635,0.0031362620021961937,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,Se,0.1673338967679968,16089.46327614635,0.0026923125869031486,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,TDS,6.0592886964571395,16089.46327614635,0.09749070296121584,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,TKN,1.8277099754206039,16089.46327614635,0.02940687252897616,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,TN,1.8578436170220733,16089.46327614635,0.029891706648899556,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,TP,0.6025214848572487,16089.46327614635,0.009694247303699872,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,TSP,0.18616612629305596,16089.46327614635,0.0029953130522545474,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f7850d684c5c1fb8d5c,2018,MT,TSS,198.1530486977887,16089.46327614635,3.188176200079511,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,ICP,0.24046983540412356,36560.28824275695,0.008791646496063078,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,NH4,0.22077005380320108,36560.28824275695,0.008071416802413993,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,NO2,0.2885584400808671,36560.28824275695,0.010549779744236812,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,NO3,8.882045171388024,36560.28824275695,0.3247301316511337,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,NOx,3.9265322408224677,36560.28824275695,0.14355515051894777,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,NPOC,4.446367814088795,36560.28824275695,0.16256048891640348,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,OP,0.0,36560.28824275695,0.0,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,Se,0.1554859631982361,36560.28824275695,0.005684611632230212,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,TDS,8.588656742484629,36560.28824275695,0.31400376612333597,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,TKN,1.9826599145708306,36560.28824275695,0.07248661796406944,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,TN,2.544463593483534,36560.28824275695,0.09302632240095914,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,TP,0.2533069456144379,36560.28824275695,0.009260974945556206,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,TSP,0.2210584582350314,36560.28824275695,0.008081960951572197,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_8f8dfa0989b3b32bdf32,2017,CT,TSS,1311.9261366587375,36560.28824275695,47.96439770944998,3,3,1,ISC,1,Bubbler,1,ALS Fort Collins,2,False | True,1,1,1,Bubbler,1,7 V,42,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,ICP,0.1397736417841459,9455.734662621282,0.0013216624695391586,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,NH4,0.25869494546151967,9455.734662621282,0.002446150762845414,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,NO2,0.5282870649098699,9455.734662621282,0.004995342311482715,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,NO3,7.787635538552491,9455.734662621282,0.07363781530175216,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,NOx,3.5004939600437988,9455.734662621282,0.03309974207428259,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,NPOC,3.5058599980520686,9455.734662621282,0.033150481905878326,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,OP,0.06223344544053835,9455.734662621282,0.0005884629472264489,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,Se,0.17122953556482384,9455.734662621282,0.0016191010547048485,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TDS,6.369673386121156,9455.734662621282,0.06022994142672208,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TKN,4.19126426090079,9455.734662621282,0.03963148275200537,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TN,10.377819782408867,9455.734662621282,0.09812991023896038,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TP,1.2622061144207022,9455.734662621282,0.011935086107500357,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TSP,0.2598917941436906,9455.734662621282,0.0024574678464153303,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TSS,578.0229942856894,9455.734662621282,5.465632062859336,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,ICP,0.024610271675869294,12712.265308699478,0.00031285230286282257,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,NH4,0.036548148988182184,12712.265308699478,0.0004646097664796483,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,NO2,0.07326129634957136,12712.265308699478,0.0009313170360550077,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,NO3,8.40515339861,12712.265308699478,0.10684853996344741,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,NOx,2.599571366025831,12712.265308699478,0.03304644089381868,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,NPOC,2.8266292112860634,12712.265308699478,0.03593286046318839,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,OP,0.014206016686419794,12712.265308699478,0.00018059065309758025,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,Se,0.017084621359917816,12712.265308699478,0.00021718423942594932,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,TDS,3.9421784346146116,12712.265308699478,0.05011401815505454,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,TKN,0.9148927934108365,12712.265308699478,0.011630359918855734,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,TN,1.2296696416102721,12712.265308699478,0.015631886726203182,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,TP,0.1318889987608553,12712.265308699478,0.0016766079435467293,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,TSP,0.037078622091859435,12712.265308699478,0.0004713532813127227,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90a9fddfe2f6a6bccafc,2021,ST,TSS,105.69328533946359,12712.265308699478,1.3436010845833382,4,4,2,GB | LC,2,Etape | Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Etape,1,7 V,28,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,ICP,0.0,17981.241197040916,0.0,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,NH4,0.0,17981.241197040916,0.0,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,NO2,0.07716528296957323,17981.241197040916,0.0013875275651138099,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,NO3,6.087050023696125,17981.241197040916,0.10945271465453364,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,NOx,1.4074104977391615,17981.241197040916,0.025306987623095273,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,NPOC,1.4833785788700502,17981.241197040916,0.026672988013186155,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,OP,0.0,17981.241197040916,0.0,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,Se,0.007721809221205015,17981.241197040916,0.00013884771408402205,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,TDS,2.1468737220582805,17981.241197040916,0.038603454215918924,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,TKN,0.0,17981.241197040916,0.0,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,TN,0.645510886633103,17981.241197040916,0.01160708694786556,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,TP,0.16961725045165799,17981.241197040916,0.0030499286915501595,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,TSP,0.0,17981.241197040916,0.0,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_90eede155efc3f3a983f,2022,ST,TSS,83.46397158004821,17981.241197040916,1.5007858042438151,3,3,2,GB | LC,1,Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
